Failure Name,Station Name,Stage,Debug Snapshot,Group Name,Failure_Id,SightingId,AxonSV Record Viewer,Signatures
eb59c462,jf04wvaw5001,PreTest,,MMX,eb59c462-012a-48fa-8d2a-42d4132f6b92,NA,,[]
8b6f8cb7,jf04wvaw5319,PreBoot,,MMX,8b6f8cb7-f484-4c9e-91f9-3762ad8ffd10,NA,,[]
4470cc98,ba05wvaw0111,RebootStation,,Concurrency,4470cc98-6e95-48a9-922c-b6e1f959fd2a,NA,,[]
ad92c8dd,ba05wvaw0053,PreBoot,,Mesh,ad92c8dd-629e-4e54-bc33-ce117bd5e62a,NA,,[]
2aa8086f,ba05wvaw0113,Test,98b27b72-90cc-4c8f-b5e5-91f71d4bcd65,RDT_Mesh,2aa8086f-70ed-4033-8b9a-05d37c1e9c95,NA,https://axonsv.app.intel.com/apps/record-viewer/98b27b72-90cc-4c8f-b5e5-91f71d4bcd65,"['HW', 'HW.CORR', 'HW.ERR']"
a1bd5f1d,jf04wvaw5327,PreTest,,MMX,a1bd5f1d-92cd-4e7e-aa51-9ec7da5c9446,NA,,[]
f088bf19,jf04wvaw5094,Test,a0e302ab-9802-47d1-9b42-91747650b9cb,MMX,f088bf19-6431-4a37-95d0-4b4ed9ec8d29,NA,https://axonsv.app.intel.com/apps/record-viewer/a0e302ab-9802-47d1-9b42-91747650b9cb,"['HW.ERR', 'HW', 'HW.CORR']"
2c9f4bdb,jf04wvaw5164,Test,c1578828-ca02-44e6-b6d3-60141687b0c7,MMX,2c9f4bdb-a4d8-4fa8-ac2c-3a7e962aa265,NA,https://axonsv.app.intel.com/apps/record-viewer/c1578828-ca02-44e6-b6d3-60141687b0c7,"['HW.MCE.DCU', 'HW.MCE.B2CMI', 'HW.MCE', 'HW.ERR', 'HW', 'HW.MCE.IIO', 'HW.CORR', 'HW.MCE.UBOX', 'HW.MCE.IMC']"
6eb2ccb3,ba05wvaw0148,Test,9d5b0207-fe62-4b10-b391-6bbfccdcf776,RDT_Mesh,6eb2ccb3-bd7a-4990-8978-9eb8163c64c1,NA,https://axonsv.app.intel.com/apps/record-viewer/9d5b0207-fe62-4b10-b391-6bbfccdcf776,"['HW', 'HW.ERR', 'HW.CORR']"
2edce0fd,ba05wvaw0054,PreTest,,Memory,2edce0fd-5649-415c-a1d8-db8b9f394ada,NA,,[]
e37024fc,jf04wvaw5001,Test,2f907307-9ea6-48cc-a8d0-820b5c3e3b8d,MMX,e37024fc-1708-408c-812b-0ba6be4eb75d,NA,https://axonsv.app.intel.com/apps/record-viewer/2f907307-9ea6-48cc-a8d0-820b5c3e3b8d,"['HW', 'HW.CORR', 'HW.CFG.ERR', 'HW.MCE.IMC']"
a4dfd861,ba05wvaw0054,PreBoot,,Concurrency,a4dfd861-5612-4816-8fc1-543af6d42018,NA,,[]
9faa364a,ba05wvaw0114,PreBoot,,test,9faa364a-d669-4a09-9c3d-8b712d3bce13,NA,,[]
69579972,ba05wvaw0114,PreBoot,,test,69579972-0bea-4e30-a945-d6bc0b750014,NA,,[]
2a1d8a36,jf04wvaw5098,PreTest,,MMX,2a1d8a36-32c7-4702-8e9b-9809b552e41e,NA,,[]
7b0dc923,ba05wvaw0114,PreBoot,,test,7b0dc923-3a31-449c-bdb7-f111b1a6c4c3,NA,,[]
71d1921f,ba05wvaw0114,PreBoot,,test,71d1921f-8e42-430f-b8a1-b8600d3ae3d1,NA,,[]
9c04edc2,ba05wvaw0114,PreBoot,,test,9c04edc2-ab68-4972-a2d9-0ec3d97218a7,NA,,[]
ccb6d532,ba05wvaw0053,PreTest,,PM,ccb6d532-4646-47a1-a56c-d33b3fe7fbea,NA,,[]
