Failure Name,NGA_Link,Station Name,Stage,Debug Snapshot,Group Name,Failure_Id,SightingId,AxonSV Record Viewer,Signatures
27112e4a,https://nga.laas.intel.com/#/nga_fv_gnrd/failureManagement/failures/27112e4a-2ac3-41f2-92ac-5924e8e356a0,ba05wvaw0283,Test,8f6de247-1344-4e91-943c-4f69ce666895,CI_GNR_D_DF,27112e4a-2ac3-41f2-92ac-5924e8e356a0,NA,https://axonsv.app.intel.com/apps/record-viewer/8f6de247-1344-4e91-943c-4f69ce666895,"['HW.ERR', 'HW.CFG.ERR', 'HW', 'HW.CORR']"
1dcbc7c8,https://nga.laas.intel.com/#/nga_fv_gnrd/failureManagement/failures/1dcbc7c8-9ae9-45f5-b7e6-54193cee1316,ba05wvaw0276,PreTest,,Memory,1dcbc7c8-9ae9-45f5-b7e6-54193cee1316,NA,,[]
2fd679ff,https://nga.laas.intel.com/#/nga_fv_gnrd/failureManagement/failures/2fd679ff-5a66-4cce-8535-31a2d100f1b2,ba05wvaw0266,PostTest,75913c17-d63f-480b-a2a4-50a42d02b696,CI_GNR_D_DF,2fd679ff-5a66-4cce-8535-31a2d100f1b2,NA,https://axonsv.app.intel.com/apps/record-viewer/75913c17-d63f-480b-a2a4-50a42d02b696,"['HW', 'HW.ERR', 'HW.CORR', 'HW.CFG.ERR']"
bc87b1ec,https://nga.laas.intel.com/#/nga_fv_gnrd/failureManagement/failures/bc87b1ec-41a5-4bbf-a075-02d6d99d1234,ba05wvaw0239,PreTest,,Memory,bc87b1ec-41a5-4bbf-a075-02d6d99d1234,NA,,[]
10334be6,https://nga.laas.intel.com/#/nga_fv_gnrd/failureManagement/failures/10334be6-2fbf-4eb6-a6f6-d9fcb6e4ede8,ba05wvaw0283,RebootStation,82422458-cc86-4d11-a424-07a206b600d3,CI_GNR_D_DF,10334be6-2fbf-4eb6-a6f6-d9fcb6e4ede8,NA,https://axonsv.app.intel.com/apps/record-viewer/82422458-cc86-4d11-a424-07a206b600d3,"['HW.CFG.ERR', 'HW.ERR', 'HW', 'HW.CORR']"
7c1052a7,https://nga.laas.intel.com/#/nga_fv_gnrd/failureManagement/failures/7c1052a7-ac8f-47b5-9979-af507882845d,ba05wvaw0266,PostTest,81664f9f-d973-4a67-844b-fa9a00e1e308,CI_GNR_D_DF,7c1052a7-ac8f-47b5-9979-af507882845d,NA,https://axonsv.app.intel.com/apps/record-viewer/81664f9f-d973-4a67-844b-fa9a00e1e308,"['HW.ERR', 'HW.CFG.ERR', 'HW', 'HW.CORR']"
886f44cf,https://nga.laas.intel.com/#/nga_fv_gnrd/failureManagement/failures/886f44cf-6909-4498-8054-cdcba5539824,ba05wvaw0276,PreTest,,Memory,886f44cf-6909-4498-8054-cdcba5539824,NA,,[]
0b4a4d2b,https://nga.laas.intel.com/#/nga_fv_gnrd/failureManagement/failures/0b4a4d2b-785c-4dde-9223-1295ed25c4fb,ba05wvaw0266,PostTest,28824b87-ca37-4f22-8b48-d4fe6f4ba9aa,CI_GNR_D_DF,0b4a4d2b-785c-4dde-9223-1295ed25c4fb,NA,https://axonsv.app.intel.com/apps/record-viewer/28824b87-ca37-4f22-8b48-d4fe6f4ba9aa,"['HW', 'HW.ERR', 'HW.CORR', 'HW.CFG.ERR']"
516c66d7,https://nga.laas.intel.com/#/nga_fv_gnrd/failureManagement/failures/516c66d7-cfa8-4fb1-8a9f-dc525eb6767a,ba05wvaw0266,PostTest,96c97610-856d-4d05-a462-fc74ad0da38d,CI_GNR_D_DF,516c66d7-cfa8-4fb1-8a9f-dc525eb6767a,NA,https://axonsv.app.intel.com/apps/record-viewer/96c97610-856d-4d05-a462-fc74ad0da38d,"['HW', 'HW.CFG.ERR', 'HW.CORR', 'HW.ERR']"
6f49be1b,https://nga.laas.intel.com/#/nga_fv_gnrd/failureManagement/failures/6f49be1b-d0a3-4824-8366-e7a66b96acd6,ba05wvaw0266,PostTest,b2cfc4bb-2d53-41da-bad5-c49bb8ce302b,CI_GNR_D_DF,6f49be1b-d0a3-4824-8366-e7a66b96acd6,NA,https://axonsv.app.intel.com/apps/record-viewer/b2cfc4bb-2d53-41da-bad5-c49bb8ce302b,"['HW.CORR', 'HW.CFG.ERR', 'HW.ERR', 'HW']"
bebdab64,https://nga.laas.intel.com/#/nga_fv_gnrd/failureManagement/failures/bebdab64-c1fc-4015-8074-3a54021c0632,ba05wvaw0276,PreTest,,Memory,bebdab64-c1fc-4015-8074-3a54021c0632,NA,,[]
ebf0606d,https://nga.laas.intel.com/#/nga_fv_gnrd/failureManagement/failures/ebf0606d-f211-498c-b02d-b330eb395cfd,ba05wvaw0283,PostTest,633908d6-c228-40ec-8e75-08408694465a,CI_GNR_D_DF,ebf0606d-f211-498c-b02d-b330eb395cfd,NA,https://axonsv.app.intel.com/apps/record-viewer/633908d6-c228-40ec-8e75-08408694465a,"['HW', 'HW.CORR', 'HW.ERR', 'HW.CFG.ERR']"
8f0ec144,https://nga.laas.intel.com/#/nga_fv_gnrd/failureManagement/failures/8f0ec144-0409-4d0f-a283-5c2bbf90a632,ba05wvaw0266,PostTest,0d351d81-1fd6-4f8f-8bfc-c7179cfcd6e6,CI_GNR_D_DF,8f0ec144-0409-4d0f-a283-5c2bbf90a632,NA,https://axonsv.app.intel.com/apps/record-viewer/0d351d81-1fd6-4f8f-8bfc-c7179cfcd6e6,"['HW', 'HW.CORR', 'HW.ERR', 'HW.CFG.ERR']"
0c301f32,https://nga.laas.intel.com/#/nga_fv_gnrd/failureManagement/failures/0c301f32-6375-40d9-8183-a69b6ea3b72f,ba05wvaw0283,RebootStation,a85d1e52-04e5-40d3-b11d-479e8bb3bd39,CI_GNR_D_DF,0c301f32-6375-40d9-8183-a69b6ea3b72f,NA,https://axonsv.app.intel.com/apps/record-viewer/a85d1e52-04e5-40d3-b11d-479e8bb3bd39,"['HW', 'HW.CORR', 'HW.ERR', 'HW.CFG.ERR']"
2137f7c6,https://nga.laas.intel.com/#/nga_fv_gnrd/failureManagement/failures/2137f7c6-385b-45df-9e54-11eefdea13d1,ba05wvaw0274,PreBoot,,SVOS_CR_GNRD,2137f7c6-385b-45df-9e54-11eefdea13d1,NA,,[]
2a92e7c5,https://nga.laas.intel.com/#/nga_fv_gnrd/failureManagement/failures/2a92e7c5-f65e-4cb0-a975-2d4cc22ec598,ba05wvaw0239,Test,3d3e9867-ff26-4bbf-8911-340a9dd2d23f,Memory,2a92e7c5-f65e-4cb0-a975-2d4cc22ec598,NA,https://axonsv.app.intel.com/apps/record-viewer/3d3e9867-ff26-4bbf-8911-340a9dd2d23f,"['HW.CORR', 'HW.MCE', 'HW.CFG.ERR', 'HW.MCE.IMC', 'HW.ERR', 'HW']"
81d54108,https://nga.laas.intel.com/#/nga_fv_gnrd/failureManagement/failures/81d54108-4c26-470d-9286-11f803d44a05,ba05wvaw0239,PreBoot,,Memory,81d54108-4c26-470d-9286-11f803d44a05,NA,,[]
b54c0f38,https://nga.laas.intel.com/#/nga_fv_gnrd/failureManagement/failures/b54c0f38-bc1f-4c8d-be8d-a1c092ae7e53,ba05wvaw0250,PostTest,a7eea719-d021-a71e-b04f-c371f62bce5e,CI_GNR_D_DF,b54c0f38-bc1f-4c8d-be8d-a1c092ae7e53,NA,https://axonsv.app.intel.com/apps/record-viewer/a7eea719-d021-a71e-b04f-c371f62bce5e,"['HW', 'HW.ERR', 'HW.CORR', 'HW.CFG.ERR', 'HW.MCE']"
727e6041,https://nga.laas.intel.com/#/nga_fv_gnrd/failureManagement/failures/727e6041-365c-47df-b4bb-d5e14ac7828b,ba05wvaw0258,PreBoot,,MMX,727e6041-365c-47df-b4bb-d5e14ac7828b,NA,,[]
dc0401d6,https://nga.laas.intel.com/#/nga_fv_gnrd/failureManagement/failures/dc0401d6-9d2d-4e7d-8172-6e1f2b90c683,ba05wvaw0275,RebootStation,17b9abbf-c7db-4696-a383-227fef2ff704,CI_GNR_D_DF,dc0401d6-9d2d-4e7d-8172-6e1f2b90c683,NA,https://axonsv.app.intel.com/apps/record-viewer/17b9abbf-c7db-4696-a383-227fef2ff704,"['HW.ERR', 'HW.CORR', 'HW.CFG.ERR', 'HW.MCE', 'HW']"
68854d63,https://nga.laas.intel.com/#/nga_fv_gnrd/failureManagement/failures/68854d63-86e9-41f3-8b04-c63f7dc71116,ba05wvaw0258,PreBoot,,MMX,68854d63-86e9-41f3-8b04-c63f7dc71116,NA,,[]
b6486bfb,https://nga.laas.intel.com/#/nga_fv_gnrd/failureManagement/failures/b6486bfb-d5ce-4d3d-9685-04165e224d35,ba05wvaw0250,PostTest,797c4dd5-e55b-4a47-83e4-390f655a3fa3,CI_GNR_D_DF,b6486bfb-d5ce-4d3d-9685-04165e224d35,NA,https://axonsv.app.intel.com/apps/record-viewer/797c4dd5-e55b-4a47-83e4-390f655a3fa3,"['HW', 'HW.CORR', 'HW.ERR', 'HW.CFG.ERR']"
30f0608a,https://nga.laas.intel.com/#/nga_fv_gnrd/failureManagement/failures/30f0608a-4d58-4754-8b93-3b5329820756,ba05wvaw0250,RebootStation,1b80f354-6a69-4671-81b8-29f7d7ea479b,CI_GNR_D_DF,30f0608a-4d58-4754-8b93-3b5329820756,NA,https://axonsv.app.intel.com/apps/record-viewer/1b80f354-6a69-4671-81b8-29f7d7ea479b,"['HW.ERR', 'HW.CORR', 'HW.CFG.ERR', 'HW']"
d91f286a,https://nga.laas.intel.com/#/nga_fv_gnrd/failureManagement/failures/d91f286a-db37-48c3-a13d-20e4d1453296,ba05wvaw0239,Test,bc8191c5-c3bb-4053-8b7e-93bd8977bd25,Memory,d91f286a-db37-48c3-a13d-20e4d1453296,NA,https://axonsv.app.intel.com/apps/record-viewer/bc8191c5-c3bb-4053-8b7e-93bd8977bd25,"['HW.CORR', 'HW.ERR', 'HW', 'HW.MCE', 'HW.CFG.ERR', 'HW.MCE.IMC']"
83df1bd0,https://nga.laas.intel.com/#/nga_fv_gnrd/failureManagement/failures/83df1bd0-b69b-40e7-9394-0c7a24dc11e8,ba05wvaw0234,PreBoot,,Reset,83df1bd0-b69b-40e7-9394-0c7a24dc11e8,NA,,[]
815bd137,https://nga.laas.intel.com/#/nga_fv_gnrd/failureManagement/failures/815bd137-6dbc-4197-b6ad-a12249608986,ba05wvaw0276,RebootStation,,Memory,815bd137-6dbc-4197-b6ad-a12249608986,NA,,[]
695caed8,https://nga.laas.intel.com/#/nga_fv_gnrd/failureManagement/failures/695caed8-7943-493a-b34d-3c45f25560bd,ba05wvaw0239,Test,5cf4bb1b-8a04-48a6-9766-c1612c5f7b13,Memory,695caed8-7943-493a-b34d-3c45f25560bd,NA,https://axonsv.app.intel.com/apps/record-viewer/5cf4bb1b-8a04-48a6-9766-c1612c5f7b13,"['HW', 'HW.CORR', 'HW.ERR', 'HW.CFG.ERR', 'HW.MCE', 'HW.MCE.IMC']"
f4bb41f4,https://nga.laas.intel.com/#/nga_fv_gnrd/failureManagement/failures/f4bb41f4-ad3e-4b89-a68b-7ca61ef9bb82,ba05wvaw0290,PostTest,,Memory,f4bb41f4-ad3e-4b89-a68b-7ca61ef9bb82,NA,,[]
7391d2d9,https://nga.laas.intel.com/#/nga_fv_gnrd/failureManagement/failures/7391d2d9-9ef4-4432-ae5e-f267fa293a0c,ba05wvaw0278,PreBoot,,SVOS_CR_GNRD,7391d2d9-9ef4-4432-ae5e-f267fa293a0c,NA,,[]
24296860,https://nga.laas.intel.com/#/nga_fv_gnrd/failureManagement/failures/24296860-ed2d-44f0-a251-86a1bc3adedb,ba05wvaw0290,Test,,Memory,24296860-ed2d-44f0-a251-86a1bc3adedb,NA,,[]
88cf4dd2,https://nga.laas.intel.com/#/nga_fv_gnrd/failureManagement/failures/88cf4dd2-f9c2-49e6-b199-8d8961dc3435,ba05wvaw0219,PreBoot,,SVOS_CR_GNRD,88cf4dd2-f9c2-49e6-b199-8d8961dc3435,NA,,[]
42410265,https://nga.laas.intel.com/#/nga_fv_gnrd/failureManagement/failures/42410265-5127-431d-9555-16c7e50d351b,ba05wvaw0290,Test,,Memory,42410265-5127-431d-9555-16c7e50d351b,NA,,[]
83a59e22,https://nga.laas.intel.com/#/nga_fv_gnrd/failureManagement/failures/83a59e22-3f96-4ad9-86b9-90025b1b5f0f,ba05wvaw0275,RebootStation,,CI_GNR_D_DF,83a59e22-3f96-4ad9-86b9-90025b1b5f0f,NA,,[]
1bfda421,https://nga.laas.intel.com/#/nga_fv_gnrd/failureManagement/failures/1bfda421-0795-408a-80bd-e24ec1b71d63,ba05wvaw0283,PostTest,,CI_GNR_D_DF,1bfda421-0795-408a-80bd-e24ec1b71d63,NA,,[]
281a6c9a,https://nga.laas.intel.com/#/nga_fv_gnrd/failureManagement/failures/281a6c9a-f6b5-42da-a6c4-5598b1a70bf4,ba05wvaw0250,PostTest,,CI_GNR_D_DF,281a6c9a-f6b5-42da-a6c4-5598b1a70bf4,NA,,[]
e6bad6cd,https://nga.laas.intel.com/#/nga_fv_gnrd/failureManagement/failures/e6bad6cd-176b-4bbb-a763-c2a078a7f50c,ba05wvaw0283,RebootStation,,CI_GNR_D_DF,e6bad6cd-176b-4bbb-a763-c2a078a7f50c,NA,,[]
29299b29,https://nga.laas.intel.com/#/nga_fv_gnrd/failureManagement/failures/29299b29-3941-4c6a-8245-0348885016c3,ba05wvaw0250,RebootStation,ee9f7149-dec5-49f5-a322-9b9300026db0,CI_GNR_D_DF,29299b29-3941-4c6a-8245-0348885016c3,NA,https://axonsv.app.intel.com/apps/record-viewer/ee9f7149-dec5-49f5-a322-9b9300026db0,"['HW', 'HW.CORR', 'HW.ERR', 'HW.CFG.ERR']"
99d0d726,https://nga.laas.intel.com/#/nga_fv_gnrd/failureManagement/failures/99d0d726-a378-487a-8530-98baa66411c7,ba05wvaw0276,PreTest,,Memory,99d0d726-a378-487a-8530-98baa66411c7,NA,,[]
5c0f2b2f,https://nga.laas.intel.com/#/nga_fv_gnrd/failureManagement/failures/5c0f2b2f-e878-4a56-88af-72aaacc32370,ba05wvaw0276,PreTest,,Memory,5c0f2b2f-e878-4a56-88af-72aaacc32370,NA,,[]
6a599452,https://nga.laas.intel.com/#/nga_fv_gnrd/failureManagement/failures/6a599452-86fa-4357-af2e-06a37c105655,ba05wvaw0274,PreBoot,,SVOS_CR_GNRD,6a599452-86fa-4357-af2e-06a37c105655,NA,,[]
98994fd2,https://nga.laas.intel.com/#/nga_fv_gnrd/failureManagement/failures/98994fd2-7a10-47b4-93a8-5a4a411dc30a,ba05wvaw0274,PreBoot,,SVOS_CR_GNRD,98994fd2-7a10-47b4-93a8-5a4a411dc30a,NA,,[]
5e977ffe,https://nga.laas.intel.com/#/nga_fv_gnrd/failureManagement/failures/5e977ffe-6d14-42b2-9d1b-a9fd3936abba,ba05wvaw0274,RebootStation,,SVOS_CR_GNRD,5e977ffe-6d14-42b2-9d1b-a9fd3936abba,NA,,[]
e1e49f09,https://nga.laas.intel.com/#/nga_fv_gnrd/failureManagement/failures/e1e49f09-af4e-44c5-b722-654f4c8917e0,ba05wvaw0250,PostTest,90d34a65-1040-49cd-a02c-1fe1ec498c52,CI_GNR_D_DF,e1e49f09-af4e-44c5-b722-654f4c8917e0,NA,https://axonsv.app.intel.com/apps/record-viewer/90d34a65-1040-49cd-a02c-1fe1ec498c52,"['HW.CFG.ERR', 'HW.CORR', 'HW', 'HW.ERR']"
61722ff3,https://nga.laas.intel.com/#/nga_fv_gnrd/failureManagement/failures/61722ff3-a0c9-4d8e-8edb-4969301a482c,ba05wvaw0283,RebootStation,,CI_GNR_D_DF,61722ff3-a0c9-4d8e-8edb-4969301a482c,NA,,[]
ae73b5c3,https://nga.laas.intel.com/#/nga_fv_gnrd/failureManagement/failures/ae73b5c3-1ec4-43b5-9f63-d428ed62a29b,ba05wvaw0276,PreTest,,Memory,ae73b5c3-1ec4-43b5-9f63-d428ed62a29b,NA,,[]
93c0f508,https://nga.laas.intel.com/#/nga_fv_gnrd/failureManagement/failures/93c0f508-e2ce-49ab-a66d-4eff45530353,ba05wvaw0274,PostTest,,SVOS_CR_GNRD,93c0f508-e2ce-49ab-a66d-4eff45530353,NA,,[]
f7a12c0b,https://nga.laas.intel.com/#/nga_fv_gnrd/failureManagement/failures/f7a12c0b-c051-4f3b-a602-dd51649909e7,ba05wvaw0245,PreBoot,fea66b13-a979-45a5-879c-f1ae9315149f,CI_GNR_D_DF,f7a12c0b-c051-4f3b-a602-dd51649909e7,NA,https://axonsv.app.intel.com/apps/record-viewer/fea66b13-a979-45a5-879c-f1ae9315149f,"['HW.CFG.ERR', 'HW.ERR', 'HW', 'HW.CORR']"
5cde5c70,https://nga.laas.intel.com/#/nga_fv_gnrd/failureManagement/failures/5cde5c70-7534-4468-9ed5-ff1ebece3f05,ba05wvaw0274,PostTest,,SVOS_CR_GNRD,5cde5c70-7534-4468-9ed5-ff1ebece3f05,NA,,[]
6fe3abe4,https://nga.laas.intel.com/#/nga_fv_gnrd/failureManagement/failures/6fe3abe4-679e-42da-9aaf-65fa62b2dfb6,ba05wvaw0290,Test,a596637c-5c59-4838-a7fa-8e09c235f025,Memory,6fe3abe4-679e-42da-9aaf-65fa62b2dfb6,NA,https://axonsv.app.intel.com/apps/record-viewer/a596637c-5c59-4838-a7fa-8e09c235f025,"['HW', 'HW.MCE.IMC', 'HW.MCE', 'HW.CFG.ERR', 'HW.CORR', 'HW.ERR']"
592b7b83,https://nga.laas.intel.com/#/nga_fv_gnrd/failureManagement/failures/592b7b83-35d7-4bcc-a20b-7dc107cdbe99,ba05wvaw0274,PostTest,,SVOS_CR_GNRD,592b7b83-35d7-4bcc-a20b-7dc107cdbe99,NA,,[]
a3b0f0f4,https://nga.laas.intel.com/#/nga_fv_gnrd/failureManagement/failures/a3b0f0f4-d22c-4fb9-a209-7ade263397ad,ba05wvaw0276,Test,,Memory,a3b0f0f4-d22c-4fb9-a209-7ade263397ad,NA,,[]
ac776f4c,https://nga.laas.intel.com/#/nga_fv_gnrd/failureManagement/failures/ac776f4c-4ca3-4872-b6a7-c822a7d2fdea,ba05wvaw0276,PreTest,,TIP,ac776f4c-4ca3-4872-b6a7-c822a7d2fdea,NA,,[]
c6d250b4,https://nga.laas.intel.com/#/nga_fv_gnrd/failureManagement/failures/c6d250b4-a8f5-4790-8f69-19f0f3536aa0,ba05wvaw0276,Test,,Security,c6d250b4-a8f5-4790-8f69-19f0f3536aa0,NA,,[]
7d96290f,https://nga.laas.intel.com/#/nga_fv_gnrd/failureManagement/failures/7d96290f-1340-4190-82f8-a8bf0e6bb233,ba05wvaw0276,Test,,Security,7d96290f-1340-4190-82f8-a8bf0e6bb233,NA,,[]
b5aa9384,https://nga.laas.intel.com/#/nga_fv_gnrd/failureManagement/failures/b5aa9384-acf2-4bda-a762-0b9616239fd7,ba05wvaw0290,Test,e747026f-83d8-4e21-b5b7-143bfe847446,Memory,b5aa9384-acf2-4bda-a762-0b9616239fd7,NA,https://axonsv.app.intel.com/apps/record-viewer/e747026f-83d8-4e21-b5b7-143bfe847446,"['HW.CORR', 'HW.ERR', 'HW', 'HW.MCE.IMC', 'HW.MCE', 'HW.MCE.CHA', 'HW.CFG.ERR']"
0fc69ee1,https://nga.laas.intel.com/#/nga_fv_gnrd/failureManagement/failures/0fc69ee1-8eba-40f1-b5ea-e6632f0db06f,ba05wvaw0249,PreTest,,PCIe,0fc69ee1-8eba-40f1-b5ea-e6632f0db06f,NA,,[]
daae3d04,https://nga.laas.intel.com/#/nga_fv_gnrd/failureManagement/failures/daae3d04-62ff-4f03-8e1f-17e8359ec5d7,ba05wvaw0250,RebootStation,cdc998ec-e9ff-436d-9ed4-aa04da846130,CI_GNR_D_DF,daae3d04-62ff-4f03-8e1f-17e8359ec5d7,NA,https://axonsv.app.intel.com/apps/record-viewer/cdc998ec-e9ff-436d-9ed4-aa04da846130,"['HW', 'HW.ERR', 'HW.CFG.ERR', 'HW.CORR', 'HW.MCE']"
ecf1e751,https://nga.laas.intel.com/#/nga_fv_gnrd/failureManagement/failures/ecf1e751-9331-4aa5-b17f-025b38ff411c,ba05wvaw0278,PreTest,,SVOS_CR_GNRD,ecf1e751-9331-4aa5-b17f-025b38ff411c,NA,,[]
8d5a66f9,https://nga.laas.intel.com/#/nga_fv_gnrd/failureManagement/failures/8d5a66f9-57af-42cf-ab19-d8f5db1198a8,ba05wvaw0276,Test,,Security,8d5a66f9-57af-42cf-ab19-d8f5db1198a8,NA,,[]
38f69a1e,https://nga.laas.intel.com/#/nga_fv_gnrd/failureManagement/failures/38f69a1e-61e4-49b0-a9e6-b005d69001ac,ba05wvaw0266,PostTest,e9560a8d-d24d-4d96-b6ff-5fe493a91dad,CI_GNR_D_DF,38f69a1e-61e4-49b0-a9e6-b005d69001ac,NA,https://axonsv.app.intel.com/apps/record-viewer/e9560a8d-d24d-4d96-b6ff-5fe493a91dad,"['HW.CFG.ERR', 'HW.CORR', 'HW', 'HW.ERR']"
49a88e0a,https://nga.laas.intel.com/#/nga_fv_gnrd/failureManagement/failures/49a88e0a-dd52-4861-ba57-61540fc64278,ba05wvaw0283,PostTest,88699991-9c60-4724-9763-d963edc1c39b,CI_GNR_D_DF,49a88e0a-dd52-4861-ba57-61540fc64278,NA,https://axonsv.app.intel.com/apps/record-viewer/88699991-9c60-4724-9763-d963edc1c39b,"['HW', 'HW.CFG.ERR', 'HW.CORR', 'HW.ERR']"
dca0f0d8,https://nga.laas.intel.com/#/nga_fv_gnrd/failureManagement/failures/dca0f0d8-9cee-417d-97bc-86546d27d171,ba05wvaw0276,PreTest,,PCIe,dca0f0d8-9cee-417d-97bc-86546d27d171,NA,,[]
2af04808,https://nga.laas.intel.com/#/nga_fv_gnrd/failureManagement/failures/2af04808-0870-4846-b177-f5622d2a7bdc,ba05wvaw0298,PreBoot,,CI_GNR_D_DF,2af04808-0870-4846-b177-f5622d2a7bdc,NA,,[]
8e570be9,https://nga.laas.intel.com/#/nga_fv_gnrd/failureManagement/failures/8e570be9-841e-4cd4-9892-a4b328101307,ba05wvaw0283,RebootStation,dc437edf-937b-47fe-9a82-2163de515005,CI_GNR_D_DF,8e570be9-841e-4cd4-9892-a4b328101307,NA,https://axonsv.app.intel.com/apps/record-viewer/dc437edf-937b-47fe-9a82-2163de515005,"['HW.CORR', 'HW.ERR', 'HW', 'HW.CFG.ERR']"
4b3fdb91,https://nga.laas.intel.com/#/nga_fv_gnrd/failureManagement/failures/4b3fdb91-f943-4e07-af0b-77159382f795,ba05wvaw0266,PostTest,df02f03e-f6fe-46ff-a44b-017eb5f89ca5,CI_GNR_D_DF,4b3fdb91-f943-4e07-af0b-77159382f795,NA,https://axonsv.app.intel.com/apps/record-viewer/df02f03e-f6fe-46ff-a44b-017eb5f89ca5,"['HW', 'HW.CORR', 'HW.CFG.ERR', 'HW.ERR']"
ed649da6,https://nga.laas.intel.com/#/nga_fv_gnrd/failureManagement/failures/ed649da6-fe09-4960-b591-11d9067bfe12,ba05wvaw0298,PreBoot,,CI_GNR_D_DF,ed649da6-fe09-4960-b591-11d9067bfe12,NA,,[]
db5d6fa0,https://nga.laas.intel.com/#/nga_fv_gnrd/failureManagement/failures/db5d6fa0-0641-4e9d-8d07-2d0845783e2e,ba05wvaw0276,Test,,Mesh,db5d6fa0-0641-4e9d-8d07-2d0845783e2e,NA,,[]
87ac3ac2,https://nga.laas.intel.com/#/nga_fv_gnrd/failureManagement/failures/87ac3ac2-5db1-47f7-8148-b70cc9fd1ce0,ba05wvaw0250,PostTest,bf2ffdaa-051d-4f91-bdfe-c0d50cc09923,CI_GNR_D_DF,87ac3ac2-5db1-47f7-8148-b70cc9fd1ce0,NA,https://axonsv.app.intel.com/apps/record-viewer/bf2ffdaa-051d-4f91-bdfe-c0d50cc09923,"['HW.CORR', 'HW.ERR', 'HW.CFG.ERR', 'HW']"
b788d598,https://nga.laas.intel.com/#/nga_fv_gnrd/failureManagement/failures/b788d598-62a2-4398-8bbe-d7173aab0334,ba05wvaw0266,PostTest,e067afbb-9626-4ec6-be71-df133e12935a,CI_GNR_D_DF,b788d598-62a2-4398-8bbe-d7173aab0334,NA,https://axonsv.app.intel.com/apps/record-viewer/e067afbb-9626-4ec6-be71-df133e12935a,"['HW', 'HW.CORR', 'HW.CFG.ERR', 'HW.ERR']"
be02cb64,https://nga.laas.intel.com/#/nga_fv_gnrd/failureManagement/failures/be02cb64-cf7a-44ae-882c-9287cfc1e54a,ba05wvaw0276,PreTest,,PCIe,be02cb64-cf7a-44ae-882c-9287cfc1e54a,NA,,[]
75fa1a2e,https://nga.laas.intel.com/#/nga_fv_gnrd/failureManagement/failures/75fa1a2e-1e74-41cc-83c1-56e54e1783d8,ba05wvaw0250,RebootStation,680c49e2-4f4b-427d-9b8d-b839360547fa,CI_GNR_D_DF,75fa1a2e-1e74-41cc-83c1-56e54e1783d8,NA,https://axonsv.app.intel.com/apps/record-viewer/680c49e2-4f4b-427d-9b8d-b839360547fa,"['HW', 'HW.CFG.ERR', 'HW.CORR', 'HW.ERR']"
408087d2,https://nga.laas.intel.com/#/nga_fv_gnrd/failureManagement/failures/408087d2-59fc-4c24-ad6f-b8b917b29d90,ba05wvaw0276,PreTest,,PCIe,408087d2-59fc-4c24-ad6f-b8b917b29d90,NA,,[]
6bcec5e9,https://nga.laas.intel.com/#/nga_fv_gnrd/failureManagement/failures/6bcec5e9-352b-4b21-92d2-4adb53495a65,ba05wvaw0266,PostTest,327d50c1-9614-4483-9124-e5dffcd25810,CI_GNR_D_DF,6bcec5e9-352b-4b21-92d2-4adb53495a65,NA,https://axonsv.app.intel.com/apps/record-viewer/327d50c1-9614-4483-9124-e5dffcd25810,"['HW', 'HW.CORR', 'HW.CFG.ERR', 'HW.ERR']"
b99f4fb0,https://nga.laas.intel.com/#/nga_fv_gnrd/failureManagement/failures/b99f4fb0-e2ca-4355-a427-fbeee70e27b5,ba05wvaw0276,PreTest,,PCIe,b99f4fb0-e2ca-4355-a427-fbeee70e27b5,NA,,[]
e0bb4f8c,https://nga.laas.intel.com/#/nga_fv_gnrd/failureManagement/failures/e0bb4f8c-e1b5-4095-8ed1-24b8c9914e51,ba05wvaw0276,PreTest,,PCIe,e0bb4f8c-e1b5-4095-8ed1-24b8c9914e51,NA,,[]
1b96b252,https://nga.laas.intel.com/#/nga_fv_gnrd/failureManagement/failures/1b96b252-8c97-4638-99dc-c5c5b6cb7387,ba05wvaw0232,PostTest,8b099737-af21-45d5-8fba-0567c5f7abeb,CI_GNR_D_DF,1b96b252-8c97-4638-99dc-c5c5b6cb7387,NA,https://axonsv.app.intel.com/apps/record-viewer/8b099737-af21-45d5-8fba-0567c5f7abeb,"['HW', 'HW.CORR', 'HW.CFG.ERR', 'HW.ERR']"
054a9b88,https://nga.laas.intel.com/#/nga_fv_gnrd/failureManagement/failures/054a9b88-ec35-4c7e-8da4-bd4d466d2def,ba05wvaw0266,PostTest,cbd338c4-80c2-4e39-a843-ae4eebf914ac,CI_GNR_D_DF,054a9b88-ec35-4c7e-8da4-bd4d466d2def,NA,https://axonsv.app.intel.com/apps/record-viewer/cbd338c4-80c2-4e39-a843-ae4eebf914ac,"['HW.CORR', 'HW.ERR', 'HW', 'HW.CFG.ERR']"
15e34c15,https://nga.laas.intel.com/#/nga_fv_gnrd/failureManagement/failures/15e34c15-a22e-42dd-9110-35dce1662d00,ba05wvaw0276,Test,,Mesh,15e34c15-a22e-42dd-9110-35dce1662d00,NA,,[]
