Failure Name,NGA_Link,Station Name,Stage,Debug Snapshot,Group Name,Failure_Id,SightingId,AxonSV Record Viewer,Signatures
8e020a1a,https://nga.laas.intel.com/#/nga_fv_gnrd/failureManagement/failures/8e020a1a-3815-423b-89c5-b726133d571e,ba05wvaw0266,PreBoot,,CI_GNR_D_DF,8e020a1a-3815-423b-89c5-b726133d571e,NA,,[]
9244081e,https://nga.laas.intel.com/#/nga_fv_gnrd/failureManagement/failures/9244081e-ad37-4c74-95c3-5796f2c829b2,ba05wvaw0276,PreBoot,,CI_GNR_D_DF,9244081e-ad37-4c74-95c3-5796f2c829b2,NA,,[]
e13bcdbd,https://nga.laas.intel.com/#/nga_fv_gnrd/failureManagement/failures/e13bcdbd-b6d1-4bd7-b80f-79b88c8bb4d4,ba05wvaw0283,PostTest,8506cc0a-6c48-4150-b821-63fefcb75f18,CI_GNR_D_DF,e13bcdbd-b6d1-4bd7-b80f-79b88c8bb4d4,NA,https://axonsv.app.intel.com/apps/record-viewer/8506cc0a-6c48-4150-b821-63fefcb75f18,"['HW.CFG.ERR', 'HW.CORR', 'HW', 'HW.ERR']"
687bd76b,https://nga.laas.intel.com/#/nga_fv_gnrd/failureManagement/failures/687bd76b-0f07-401e-bfce-52a5752b6e69,ba05wvaw0266,PreBoot,,CI_GNR_D_DF,687bd76b-0f07-401e-bfce-52a5752b6e69,NA,,[]
83ebac92,https://nga.laas.intel.com/#/nga_fv_gnrd/failureManagement/failures/83ebac92-0af1-4f51-b21b-6ed18b54ba6b,ba05wvaw0276,PreBoot,,CI_GNR_D_DF,83ebac92-0af1-4f51-b21b-6ed18b54ba6b,NA,,[]
40705895,https://nga.laas.intel.com/#/nga_fv_gnrd/failureManagement/failures/40705895-5ae1-432e-9a4d-4d5c06ef6a40,ba05wvaw0292,PreBoot,,CI_GNR_D_DF,40705895-5ae1-432e-9a4d-4d5c06ef6a40,NA,,[]
08c528ac,https://nga.laas.intel.com/#/nga_fv_gnrd/failureManagement/failures/08c528ac-b6b6-482a-892a-a51c5f147796,ba05wvaw0266,RebootStation,,CI_GNR_D_DF,08c528ac-b6b6-482a-892a-a51c5f147796,NA,,[]
9d2fab2f,https://nga.laas.intel.com/#/nga_fv_gnrd/failureManagement/failures/9d2fab2f-293a-49c4-a652-e39e26e4d6bf,ba05wvaw0283,PostTest,8891d652-a201-45bf-bc6b-bd10922b74b5,CI_GNR_D_DF,9d2fab2f-293a-49c4-a652-e39e26e4d6bf,NA,https://axonsv.app.intel.com/apps/record-viewer/8891d652-a201-45bf-bc6b-bd10922b74b5,"['HW.CFG.ERR', 'HW.CORR', 'HW', 'HW.ERR']"
d0817046,https://nga.laas.intel.com/#/nga_fv_gnrd/failureManagement/failures/d0817046-24d2-4e43-9f34-6ae278049d78,ba05wvaw0276,RebootStation,,CI_GNR_D_DF,d0817046-24d2-4e43-9f34-6ae278049d78,NA,,[]
4a941b52,https://nga.laas.intel.com/#/nga_fv_gnrd/failureManagement/failures/4a941b52-359f-4c6e-b1ef-3ac0828ebe32,ba05wvaw0266,RebootStation,,CI_GNR_D_DF,4a941b52-359f-4c6e-b1ef-3ac0828ebe32,NA,,[]
40340f34,https://nga.laas.intel.com/#/nga_fv_gnrd/failureManagement/failures/40340f34-9748-4e69-921f-a67170864840,ba05wvaw0283,Test,828cd90a-5ad5-413c-9559-b4c0658de446,CI_GNR_D_DF,40340f34-9748-4e69-921f-a67170864840,NA,https://axonsv.app.intel.com/apps/record-viewer/828cd90a-5ad5-413c-9559-b4c0658de446,"['HW', 'HW.CFG.ERR', 'HW.ERR', 'HW.CORR']"
29cc84cc,https://nga.laas.intel.com/#/nga_fv_gnrd/failureManagement/failures/29cc84cc-e942-4212-806d-54e9a53920e5,ba05wvaw0292,PreBoot,,CI_GNR_D_DF,29cc84cc-e942-4212-806d-54e9a53920e5,NA,,[]
f9fc0a52,https://nga.laas.intel.com/#/nga_fv_gnrd/failureManagement/failures/f9fc0a52-abb5-4b95-ba13-adb6fcb4dc31,ba05wvaw0276,PreBoot,,CI_GNR_D_DF,f9fc0a52-abb5-4b95-ba13-adb6fcb4dc31,NA,,[]
2b352440,https://nga.laas.intel.com/#/nga_fv_gnrd/failureManagement/failures/2b352440-e287-4bfe-b23d-96b73f307002,ba05wvaw0266,PreBoot,,CI_GNR_D_DF,2b352440-e287-4bfe-b23d-96b73f307002,NA,,[]
2204f920,https://nga.laas.intel.com/#/nga_fv_gnrd/failureManagement/failures/2204f920-ee9f-4f9e-bc0b-adcd77d14471,ba05wvaw0276,PreBoot,,CI_GNR_D_DF,2204f920-ee9f-4f9e-bc0b-adcd77d14471,NA,,[]
20a6fd60,https://nga.laas.intel.com/#/nga_fv_gnrd/failureManagement/failures/20a6fd60-6710-442f-bbbf-53d51ea97f84,ba05wvaw0266,PreBoot,,CI_GNR_D_DF,20a6fd60-6710-442f-bbbf-53d51ea97f84,NA,,[]
d7ac2896,https://nga.laas.intel.com/#/nga_fv_gnrd/failureManagement/failures/d7ac2896-6669-424c-b1c7-bbf8b22477c0,ba05wvaw0292,PreBoot,,CI_GNR_D_DF,d7ac2896-6669-424c-b1c7-bbf8b22477c0,NA,,[]
d6891c01,https://nga.laas.intel.com/#/nga_fv_gnrd/failureManagement/failures/d6891c01-c840-4794-b57f-a5f3072fa491,ba05wvaw0245,PostTest,941530f8-950a-4be8-b5a8-5dc204787c5c,CI_GNR_D_DF,d6891c01-c840-4794-b57f-a5f3072fa491,NA,https://axonsv.app.intel.com/apps/record-viewer/941530f8-950a-4be8-b5a8-5dc204787c5c,"['HW', 'HW.CFG.ERR', 'HW.ERR', 'HW.CORR']"
1630134d,https://nga.laas.intel.com/#/nga_fv_gnrd/failureManagement/failures/1630134d-80f4-4613-9bd8-c5c92d000e89,ba05wvaw0292,PreBoot,,CI_GNR_D_DF,1630134d-80f4-4613-9bd8-c5c92d000e89,NA,,[]
ea7c2cb4,https://nga.laas.intel.com/#/nga_fv_gnrd/failureManagement/failures/ea7c2cb4-d511-4036-bd32-e4f3f4d75e5c,ba05wvaw0266,PreBoot,,CI_GNR_D_DF,ea7c2cb4-d511-4036-bd32-e4f3f4d75e5c,NA,,[]
f191cac2,https://nga.laas.intel.com/#/nga_fv_gnrd/failureManagement/failures/f191cac2-fb8f-425d-9acf-441561c063d5,ba05wvaw0276,PreBoot,,CI_GNR_D_DF,f191cac2-fb8f-425d-9acf-441561c063d5,NA,,[]
7da213ba,https://nga.laas.intel.com/#/nga_fv_gnrd/failureManagement/failures/7da213ba-26f8-4493-9164-0be99923511c,ba05wvaw0266,PreBoot,,CI_GNR_D_DF,7da213ba-26f8-4493-9164-0be99923511c,NA,,[]
b6d10a1c,https://nga.laas.intel.com/#/nga_fv_gnrd/failureManagement/failures/b6d10a1c-95a2-4961-add7-6f47c53ff8a5,ba05wvaw0283,PostTest,0e1a7057-4569-4b8f-8bd4-02e0b6031e4a,CI_GNR_D_DF,b6d10a1c-95a2-4961-add7-6f47c53ff8a5,NA,https://axonsv.app.intel.com/apps/record-viewer/0e1a7057-4569-4b8f-8bd4-02e0b6031e4a,"['HW.ERR', 'HW.CORR', 'HW.CFG.ERR', 'HW']"
e12cc55a,https://nga.laas.intel.com/#/nga_fv_gnrd/failureManagement/failures/e12cc55a-a768-4bd1-9e16-670ac66d7ffa,ba05wvaw0292,PreBoot,,CI_GNR_D_DF,e12cc55a-a768-4bd1-9e16-670ac66d7ffa,NA,,[]
c36c152e,https://nga.laas.intel.com/#/nga_fv_gnrd/failureManagement/failures/c36c152e-e757-4f09-a801-91bf2aa687fa,ba05wvaw0276,PreBoot,,CI_GNR_D_DF,c36c152e-e757-4f09-a801-91bf2aa687fa,NA,,[]
76f957f3,https://nga.laas.intel.com/#/nga_fv_gnrd/failureManagement/failures/76f957f3-3264-4641-931b-68ae8555bf5b,ba05wvaw0266,PreBoot,,CI_GNR_D_DF,76f957f3-3264-4641-931b-68ae8555bf5b,NA,,[]
9e36e76a,https://nga.laas.intel.com/#/nga_fv_gnrd/failureManagement/failures/9e36e76a-f17f-40ef-9359-e5cef0b37158,ba05wvaw0292,PostTest,,CI_GNR_D_DF,9e36e76a-f17f-40ef-9359-e5cef0b37158,NA,,[]
ae899254,https://nga.laas.intel.com/#/nga_fv_gnrd/failureManagement/failures/ae899254-ebe5-4e17-8ad6-a4cd038ac2aa,ba05wvaw0292,Test,,CI_GNR_D_DF,ae899254-ebe5-4e17-8ad6-a4cd038ac2aa,NA,,[]
b1b7e515,https://nga.laas.intel.com/#/nga_fv_gnrd/failureManagement/failures/b1b7e515-2cdb-4388-9aaf-dcf23158eadb,ba05wvaw0292,PostTest,,CI_GNR_D_DF,b1b7e515-2cdb-4388-9aaf-dcf23158eadb,NA,,[]
ec4685c6,https://nga.laas.intel.com/#/nga_fv_gnrd/failureManagement/failures/ec4685c6-50b4-4c7c-b7c7-bc1c259ffaf0,ba05wvaw0292,PreBoot,,CI_GNR_D_DF,ec4685c6-50b4-4c7c-b7c7-bc1c259ffaf0,NA,,[]
bf3ad8b4,https://nga.laas.intel.com/#/nga_fv_gnrd/failureManagement/failures/bf3ad8b4-aed9-4d55-8177-bb63253a9dff,ba05wvaw0266,PreBoot,,CI_GNR_D_DF,bf3ad8b4-aed9-4d55-8177-bb63253a9dff,NA,,[]
e4f90bb2,https://nga.laas.intel.com/#/nga_fv_gnrd/failureManagement/failures/e4f90bb2-f3cc-441b-8388-92c6048819e0,ba05wvaw0276,PreBoot,,CI_GNR_D_DF,e4f90bb2-f3cc-441b-8388-92c6048819e0,NA,,[]
f6f186ef,https://nga.laas.intel.com/#/nga_fv_gnrd/failureManagement/failures/f6f186ef-ef3f-481c-9c5a-34917413a072,ba05wvaw0292,PostTest,,CI_GNR_D_DF,f6f186ef-ef3f-481c-9c5a-34917413a072,NA,,[]
892acfb5,https://nga.laas.intel.com/#/nga_fv_gnrd/failureManagement/failures/892acfb5-ee77-4977-af0a-9b37f97c8fe2,ba05wvaw0292,PostTest,,CI_GNR_D_DF,892acfb5-ee77-4977-af0a-9b37f97c8fe2,NA,,[]
4ef5040c,https://nga.laas.intel.com/#/nga_fv_gnrd/failureManagement/failures/4ef5040c-70cd-44ec-9df3-bfc717eb51d2,ba05wvaw0276,PreBoot,,CI_GNR_D_DF,4ef5040c-70cd-44ec-9df3-bfc717eb51d2,NA,,[]
981a5968,https://nga.laas.intel.com/#/nga_fv_gnrd/failureManagement/failures/981a5968-a63a-4482-8bd0-7d20fe70b898,ba05wvaw0249,RebootStation,61719bd9-e442-43b8-93b5-4387c5a2491c,Memory,981a5968-a63a-4482-8bd0-7d20fe70b898,NA,https://axonsv.app.intel.com/apps/record-viewer/61719bd9-e442-43b8-93b5-4387c5a2491c,"['HW.MCE', 'HW.CFG.ERR', 'HW', 'HW.ERR', 'HW.CORR']"
a5b84da8,https://nga.laas.intel.com/#/nga_fv_gnrd/failureManagement/failures/a5b84da8-063a-49d6-8b29-d219f97c6bcd,ba05wvaw0266,PreTest,,CI_GNR_D_DF,a5b84da8-063a-49d6-8b29-d219f97c6bcd,NA,,[]
2d13ddb8,https://nga.laas.intel.com/#/nga_fv_gnrd/failureManagement/failures/2d13ddb8-8c2d-43d7-82c0-68455a4da723,ba05wvaw0250,PostTest,ff6c9593-839e-4dc5-96b4-2954770e26ab,DefaultFlowBasicTest,2d13ddb8-8c2d-43d7-82c0-68455a4da723,NA,https://axonsv.app.intel.com/apps/record-viewer/ff6c9593-839e-4dc5-96b4-2954770e26ab,"['HW.ERR', 'HW.CORR', 'HW', 'HW.CFG.ERR']"
741a06e1,https://nga.laas.intel.com/#/nga_fv_gnrd/failureManagement/failures/741a06e1-8f50-4425-a9c5-7a00b5559e34,ba05wvaw0266,PreTest,,CI_GNR_D_DF,741a06e1-8f50-4425-a9c5-7a00b5559e34,NA,,[]
b53fc41d,https://nga.laas.intel.com/#/nga_fv_gnrd/failureManagement/failures/b53fc41d-ce0c-4588-bd0b-ffa28f663745,ba05wvaw0266,PreTest,,CI_GNR_D_DF,b53fc41d-ce0c-4588-bd0b-ffa28f663745,NA,,[]
d4007e94,https://nga.laas.intel.com/#/nga_fv_gnrd/failureManagement/failures/d4007e94-ad5f-458f-9f8b-f3f5625d0f53,ba05wvaw0250,PostTest,fc683929-4530-4b1c-bbe5-ca2c9cd8c6af,DefaultFlowBasicTest,d4007e94-ad5f-458f-9f8b-f3f5625d0f53,NA,https://axonsv.app.intel.com/apps/record-viewer/fc683929-4530-4b1c-bbe5-ca2c9cd8c6af,"['HW.CFG.ERR', 'HW', 'HW.ERR', 'HW.CORR']"
315aca23,https://nga.laas.intel.com/#/nga_fv_gnrd/failureManagement/failures/315aca23-b341-4637-ab7b-f926891d1452,ba05wvaw0266,PreTest,,CI_GNR_D_DF,315aca23-b341-4637-ab7b-f926891d1452,NA,,[]
4eb1a7f6,https://nga.laas.intel.com/#/nga_fv_gnrd/failureManagement/failures/4eb1a7f6-78bf-48a4-b3d3-d0e2e3317805,ba05wvaw0250,PostTest,e0f7ebac-10fd-4757-928e-6da443b41501,DefaultFlowBasicTest,4eb1a7f6-78bf-48a4-b3d3-d0e2e3317805,NA,https://axonsv.app.intel.com/apps/record-viewer/e0f7ebac-10fd-4757-928e-6da443b41501,"['HW.CORR', 'HW', 'HW.CFG.ERR', 'HW.ERR']"
fdafaada,https://nga.laas.intel.com/#/nga_fv_gnrd/failureManagement/failures/fdafaada-dfbf-4dfb-90df-a4d72638d5c4,ba05wvaw0250,PostTest,8ef738ad-5e5d-46a3-9d5a-e36b5e8e0b8d,DefaultFlowBasicTest,fdafaada-dfbf-4dfb-90df-a4d72638d5c4,NA,https://axonsv.app.intel.com/apps/record-viewer/8ef738ad-5e5d-46a3-9d5a-e36b5e8e0b8d,"['HW.CFG.ERR', 'HW', 'HW.ERR', 'HW.CORR']"
87b37a35,https://nga.laas.intel.com/#/nga_fv_gnrd/failureManagement/failures/87b37a35-f603-44e5-b24d-ee0aeda3e6ee,ba05wvaw0274,PreBoot,,CI_GNR_D_DF,87b37a35-f603-44e5-b24d-ee0aeda3e6ee,NA,,[]
27b78a70,https://nga.laas.intel.com/#/nga_fv_gnrd/failureManagement/failures/27b78a70-befe-45a8-980b-69cda42bfd1e,ba05wvaw0250,PostTest,9c0c6371-217e-4ed3-84ee-59acd9b8286e,DefaultFlowBasicTest,27b78a70-befe-45a8-980b-69cda42bfd1e,NA,https://axonsv.app.intel.com/apps/record-viewer/9c0c6371-217e-4ed3-84ee-59acd9b8286e,"['HW', 'HW.ERR', 'HW.CFG.ERR', 'HW.CORR']"
2736df97,https://nga.laas.intel.com/#/nga_fv_gnrd/failureManagement/failures/2736df97-b99c-4dc7-9b36-d879d2ef7551,ba05wvaw0250,PostTest,4542fc76-8d63-4c22-aaf5-ab8b643ff973,DefaultFlowBasicTest,2736df97-b99c-4dc7-9b36-d879d2ef7551,NA,https://axonsv.app.intel.com/apps/record-viewer/4542fc76-8d63-4c22-aaf5-ab8b643ff973,"['HW.CFG.ERR', 'HW.CORR', 'HW.ERR', 'HW']"
2a455baa,https://nga.laas.intel.com/#/nga_fv_gnrd/failureManagement/failures/2a455baa-42b6-43dd-8f2b-d4c3857302db,ba05wvaw0276,PreTest,,CI_GNR_D_DF,2a455baa-42b6-43dd-8f2b-d4c3857302db,NA,,[]
f777edf9,https://nga.laas.intel.com/#/nga_fv_gnrd/failureManagement/failures/f777edf9-69de-4dc2-a27f-c915dd49cc0e,ba05wvaw0250,PostTest,ee7749c4-e3e5-409f-b26d-1f10500d1067,DefaultFlowBasicTest,f777edf9-69de-4dc2-a27f-c915dd49cc0e,NA,https://axonsv.app.intel.com/apps/record-viewer/ee7749c4-e3e5-409f-b26d-1f10500d1067,"['HW', 'HW.ERR', 'HW.CFG.ERR', 'HW.CORR']"
bf4522e2,https://nga.laas.intel.com/#/nga_fv_gnrd/failureManagement/failures/bf4522e2-042f-48e0-99a5-9324157d812b,ba05wvaw0249,RebootStation,,Memory,bf4522e2-042f-48e0-99a5-9324157d812b,NA,,[]
729bff5f,https://nga.laas.intel.com/#/nga_fv_gnrd/failureManagement/failures/729bff5f-ea1b-4c0d-a5d3-b5f99e0d49bd,ba05wvaw0250,PostTest,06754505-b28a-4a12-893b-8019ff199630,DefaultFlowBasicTest,729bff5f-ea1b-4c0d-a5d3-b5f99e0d49bd,NA,https://axonsv.app.intel.com/apps/record-viewer/06754505-b28a-4a12-893b-8019ff199630,"['HW.ERR', 'HW.CORR', 'HW.CFG.ERR', 'HW']"
c8cdc71e,https://nga.laas.intel.com/#/nga_fv_gnrd/failureManagement/failures/c8cdc71e-1a11-4176-b2d7-8a7faa8b5cff,ba05wvaw0274,RebootStation,,CI_GNR_D_DF,c8cdc71e-1a11-4176-b2d7-8a7faa8b5cff,NA,,[]
87ce9b51,https://nga.laas.intel.com/#/nga_fv_gnrd/failureManagement/failures/87ce9b51-3830-4464-8a39-0db8e1d5e24f,ba05wvaw0250,PostTest,356d9705-9ee1-4549-83a1-78d8f8a327d0,DefaultFlowBasicTest,87ce9b51-3830-4464-8a39-0db8e1d5e24f,NA,https://axonsv.app.intel.com/apps/record-viewer/356d9705-9ee1-4549-83a1-78d8f8a327d0,"['HW.CFG.ERR', 'HW', 'HW.ERR', 'HW.CORR']"
504ec2ab,https://nga.laas.intel.com/#/nga_fv_gnrd/failureManagement/failures/504ec2ab-7231-4b09-bb8b-ec627e7c44ce,ba05wvaw0250,PostTest,6298ffff-1879-4515-a17c-d1699f897020,DefaultFlowBasicTest,504ec2ab-7231-4b09-bb8b-ec627e7c44ce,NA,https://axonsv.app.intel.com/apps/record-viewer/6298ffff-1879-4515-a17c-d1699f897020,"['HW', 'HW.ERR', 'HW.CFG.ERR', 'HW.CORR']"
2da97872,https://nga.laas.intel.com/#/nga_fv_gnrd/failureManagement/failures/2da97872-7144-43d3-8415-e3cc298545d5,ba05wvaw0250,PostTest,e9c1c8c3-2a81-423a-ad51-07643e22826e,DefaultFlowBasicTest,2da97872-7144-43d3-8415-e3cc298545d5,NA,https://axonsv.app.intel.com/apps/record-viewer/e9c1c8c3-2a81-423a-ad51-07643e22826e,"['HW.ERR', 'HW.CORR', 'HW.CFG.ERR', 'HW']"
cbbdb9c1,https://nga.laas.intel.com/#/nga_fv_gnrd/failureManagement/failures/cbbdb9c1-989d-4c73-8c15-84e271b9e10d,ba05wvaw0250,PostTest,88c4bd70-e594-4f59-a184-8e916f0bbc46,DefaultFlowBasicTest,cbbdb9c1-989d-4c73-8c15-84e271b9e10d,NA,https://axonsv.app.intel.com/apps/record-viewer/88c4bd70-e594-4f59-a184-8e916f0bbc46,"['HW', 'HW.ERR', 'HW.CFG.ERR', 'HW.CORR']"
595ce125,https://nga.laas.intel.com/#/nga_fv_gnrd/failureManagement/failures/595ce125-c74d-4ddf-a0fe-75e454e0f6d6,ba05wvaw0250,PostTest,899f0d16-5f09-4152-b7cc-4410dd896fda,DefaultFlowBasicTest,595ce125-c74d-4ddf-a0fe-75e454e0f6d6,NA,https://axonsv.app.intel.com/apps/record-viewer/899f0d16-5f09-4152-b7cc-4410dd896fda,"['HW.ERR', 'HW.CORR', 'HW.CFG.ERR', 'HW']"
5e5e7267,https://nga.laas.intel.com/#/nga_fv_gnrd/failureManagement/failures/5e5e7267-2d0c-4e15-ba09-052a39c94f5d,ba05wvaw0250,PostTest,9193ed29-a971-4759-8a63-0e5e0332a879,DefaultFlowBasicTest,5e5e7267-2d0c-4e15-ba09-052a39c94f5d,NA,https://axonsv.app.intel.com/apps/record-viewer/9193ed29-a971-4759-8a63-0e5e0332a879,"['HW.CORR', 'HW.CFG.ERR', 'HW', 'HW.ERR']"
d5a8f0fc,https://nga.laas.intel.com/#/nga_fv_gnrd/failureManagement/failures/d5a8f0fc-5746-46de-860f-1b53a6febdb3,ba05wvaw0250,PostTest,32652b2d-710a-4fbe-a36e-5be75c95dec8,DefaultFlowBasicTest,d5a8f0fc-5746-46de-860f-1b53a6febdb3,NA,https://axonsv.app.intel.com/apps/record-viewer/32652b2d-710a-4fbe-a36e-5be75c95dec8,"['HW.CORR', 'HW.CFG.ERR', 'HW', 'HW.ERR']"
ad30be3f,https://nga.laas.intel.com/#/nga_fv_gnrd/failureManagement/failures/ad30be3f-6bbb-4acc-b722-2cd65a07731a,ba05wvaw0274,Test,,CI_GNR_D_DF,ad30be3f-6bbb-4acc-b722-2cd65a07731a,NA,,[]
13c79132,https://nga.laas.intel.com/#/nga_fv_gnrd/failureManagement/failures/13c79132-a98f-4c9d-b6e1-389c4adb91c8,ba05wvaw0250,PostTest,78475d1c-445c-45b3-b5fa-33f8b6c0f9c9,DefaultFlowBasicTest,13c79132-a98f-4c9d-b6e1-389c4adb91c8,NA,https://axonsv.app.intel.com/apps/record-viewer/78475d1c-445c-45b3-b5fa-33f8b6c0f9c9,"['HW.ERR', 'HW.CORR', 'HW.CFG.ERR', 'HW']"
ae200868,https://nga.laas.intel.com/#/nga_fv_gnrd/failureManagement/failures/ae200868-a059-444f-a3d6-f0ad75d000b8,ba05wvaw0274,PostTest,,CI_GNR_D_DF,ae200868-a059-444f-a3d6-f0ad75d000b8,NA,,[]
325788ca,https://nga.laas.intel.com/#/nga_fv_gnrd/failureManagement/failures/325788ca-dc2d-48bd-8a42-9eb8087114ed,ba05wvaw0250,PostTest,00ade30d-ef12-4fdd-ab6a-01d8b0e24362,DefaultFlowBasicTest,325788ca-dc2d-48bd-8a42-9eb8087114ed,NA,https://axonsv.app.intel.com/apps/record-viewer/00ade30d-ef12-4fdd-ab6a-01d8b0e24362,"['HW', 'HW.ERR', 'HW.CFG.ERR', 'HW.CORR']"
dcdc5d42,https://nga.laas.intel.com/#/nga_fv_gnrd/failureManagement/failures/dcdc5d42-2bef-40f0-b438-14128a0e50ca,ba05wvaw0276,PreTest,,CI_GNR_D_DF,dcdc5d42-2bef-40f0-b438-14128a0e50ca,NA,,[]
eef1759b,https://nga.laas.intel.com/#/nga_fv_gnrd/failureManagement/failures/eef1759b-193a-491d-b065-50540046a7a7,ba05wvaw0274,PostTest,,CI_GNR_D_DF,eef1759b-193a-491d-b065-50540046a7a7,NA,,[]
3bb451b0,https://nga.laas.intel.com/#/nga_fv_gnrd/failureManagement/failures/3bb451b0-2347-4c5d-b0de-3f90429be5d9,ba05wvaw0250,PostTest,6809456f-0d11-47f2-814d-75acf13844ed,DefaultFlowBasicTest,3bb451b0-2347-4c5d-b0de-3f90429be5d9,NA,https://axonsv.app.intel.com/apps/record-viewer/6809456f-0d11-47f2-814d-75acf13844ed,"['HW.CORR', 'HW', 'HW.CFG.ERR', 'HW.ERR']"
c96b15c9,https://nga.laas.intel.com/#/nga_fv_gnrd/failureManagement/failures/c96b15c9-0c13-4928-8f87-e8db648e0913,ba05wvaw0250,PostTest,226bfd3d-3e26-4101-a4db-b4ab8fba0406,DefaultFlowBasicTest,c96b15c9-0c13-4928-8f87-e8db648e0913,NA,https://axonsv.app.intel.com/apps/record-viewer/226bfd3d-3e26-4101-a4db-b4ab8fba0406,"['HW', 'HW.ERR', 'HW.CFG.ERR', 'HW.CORR']"
ca8c9372,https://nga.laas.intel.com/#/nga_fv_gnrd/failureManagement/failures/ca8c9372-adec-49a7-983d-33008ffd3fcb,ba05wvaw0274,RebootStation,,CI_GNR_D_DF,ca8c9372-adec-49a7-983d-33008ffd3fcb,NA,,[]
6fb5d08e,https://nga.laas.intel.com/#/nga_fv_gnrd/failureManagement/failures/6fb5d08e-3667-43ce-bbef-d2fb32677c8e,ba05wvaw0250,PostTest,08da125e-e3e5-4751-a492-b9a67ce54e4e,DefaultFlowBasicTest,6fb5d08e-3667-43ce-bbef-d2fb32677c8e,NA,https://axonsv.app.intel.com/apps/record-viewer/08da125e-e3e5-4751-a492-b9a67ce54e4e,"['HW', 'HW.ERR', 'HW.CFG.ERR', 'HW.CORR']"
3fb84041,https://nga.laas.intel.com/#/nga_fv_gnrd/failureManagement/failures/3fb84041-c23e-4275-b61b-1849a6fbe21b,ba05wvaw0250,PostTest,b11346dd-d113-43b1-9414-567cf091c72c,DefaultFlowBasicTest,3fb84041-c23e-4275-b61b-1849a6fbe21b,NA,https://axonsv.app.intel.com/apps/record-viewer/b11346dd-d113-43b1-9414-567cf091c72c,"['HW.CFG.ERR', 'HW.CORR', 'HW.ERR', 'HW']"
03455c47,https://nga.laas.intel.com/#/nga_fv_gnrd/failureManagement/failures/03455c47-8640-4800-9810-d5ebc5b80cfe,ba05wvaw0250,PostTest,7c71d932-9d95-4360-832a-396bd2f0b40e,DefaultFlowBasicTest,03455c47-8640-4800-9810-d5ebc5b80cfe,NA,https://axonsv.app.intel.com/apps/record-viewer/7c71d932-9d95-4360-832a-396bd2f0b40e,"['HW.CORR', 'HW.CFG.ERR', 'HW', 'HW.ERR']"
34e907b4,https://nga.laas.intel.com/#/nga_fv_gnrd/failureManagement/failures/34e907b4-0595-4deb-b8e1-4e021180cd18,ba05wvaw0250,PostTest,c2caf84a-8cd3-4511-b5e3-68b5a864d712,DefaultFlowBasicTest,34e907b4-0595-4deb-b8e1-4e021180cd18,NA,https://axonsv.app.intel.com/apps/record-viewer/c2caf84a-8cd3-4511-b5e3-68b5a864d712,"['HW', 'HW.ERR', 'HW.CFG.ERR', 'HW.CORR']"
da9fac38,https://nga.laas.intel.com/#/nga_fv_gnrd/failureManagement/failures/da9fac38-ebff-40ca-aee6-fb072dd9411c,ba05wvaw0250,PostTest,6cd61a9c-a290-4ebe-b2eb-58ad6cff49fd,DefaultFlowBasicTest,da9fac38-ebff-40ca-aee6-fb072dd9411c,NA,https://axonsv.app.intel.com/apps/record-viewer/6cd61a9c-a290-4ebe-b2eb-58ad6cff49fd,"['HW.ERR', 'HW.CORR', 'HW.CFG.ERR', 'HW']"
bd2a7b2c,https://nga.laas.intel.com/#/nga_fv_gnrd/failureManagement/failures/bd2a7b2c-19e8-4192-9adb-52a78787f593,ba05wvaw0250,PostTest,788f5ade-ca93-4749-95a2-413801811984,DefaultFlowBasicTest,bd2a7b2c-19e8-4192-9adb-52a78787f593,NA,https://axonsv.app.intel.com/apps/record-viewer/788f5ade-ca93-4749-95a2-413801811984,"['HW.CFG.ERR', 'HW.CORR', 'HW.ERR', 'HW']"
963e1710,https://nga.laas.intel.com/#/nga_fv_gnrd/failureManagement/failures/963e1710-0df9-4897-9b4b-6d0534e38f80,ba05wvaw0274,RebootStation,,CI_GNR_D_DF,963e1710-0df9-4897-9b4b-6d0534e38f80,NA,,[]
8664008f,https://nga.laas.intel.com/#/nga_fv_gnrd/failureManagement/failures/8664008f-3e32-4cad-9237-a8c4f394aeb6,ba05wvaw0276,PreTest,,CI_GNR_D_DF,8664008f-3e32-4cad-9237-a8c4f394aeb6,NA,,[]
e060fc41,https://nga.laas.intel.com/#/nga_fv_gnrd/failureManagement/failures/e060fc41-4797-4761-9056-904f4147fe06,ba05wvaw0274,PostTest,,CI_GNR_D_DF,e060fc41-4797-4761-9056-904f4147fe06,NA,,[]
b7f54588,https://nga.laas.intel.com/#/nga_fv_gnrd/failureManagement/failures/b7f54588-c46f-4acb-a761-ba43289bd4ed,ba05wvaw0276,PreTest,,CI_GNR_D_DF,b7f54588-c46f-4acb-a761-ba43289bd4ed,NA,,[]
f8b13cc0,https://nga.laas.intel.com/#/nga_fv_gnrd/failureManagement/failures/f8b13cc0-d697-4b07-92b2-fdaa3ff82fd7,ba05wvaw0276,PreBoot,,CI_GNR_D_DF,f8b13cc0-d697-4b07-92b2-fdaa3ff82fd7,NA,,[]
e9a8598f,https://nga.laas.intel.com/#/nga_fv_gnrd/failureManagement/failures/e9a8598f-59c7-43f6-955f-89ba6418b455,ba05wvaw0274,Test,,CI_GNR_D_DF,e9a8598f-59c7-43f6-955f-89ba6418b455,NA,,[]
