Failure Name,Errors,agglomerativeClustering_SpectralEmbedding_BERT8,hsdes_link,axon_link,Group Name
573ca454,"['corerrsts_oob.advisory_non_fatal_error_status','corerrsts_msm.advisory_non_fatal_error_status','corerrsts_oob.advisory_non_fatal_error_status','msm_global_status_ctrl_reg.pcode_err:PCI_ERRloggedandoccurredgoingtoPUNIT','msm_global_status_ctrl_reg.peci_err:PCI_ERRloggedandsent(maybe)forPECI','msm_global_status_ctrl_reg.msm_pmsb_err:ErroronPMSB(PCI_ERRloggedforPMSB)']",3,https://hsdes.intel.com/appstore/article/#/14023962527,https://axon.intel.com/app/view/e107af8a-3a41-4b41-89b1-38bf379e133f,RDT_Mesh
11ba35c2,"['WaitingonlockcompletionfromUbox.CheckuboxQuiesceWWtocheckwhereitisstuck.','WaitingonlockcompletionfromUbox.CheckuboxQuiesceWWtocheckwhereitisstuck.','WaitingonlockcompletionfromUbox.CheckuboxQuiesceWWtocheckwhereitisstuck.','WaitingonlockcompletionfromUbox.CheckuboxQuiesceWWtocheckwhereitisstuck.','WaitingonlockcompletionfromUbox.CheckuboxQuiesceWWtocheckwhereitisstuck.','','WaitingonlockcompletionfromUbox.CheckuboxQuiesceWWtocheckwhereitisstuck.','','WaitingonlockcompletionfromUbox.CheckuboxQuiesceWWtocheckwhereitisstuck.','WaitingonlockcompletionfromUbox.CheckuboxQuiesceWWtocheckwhereitisstuck.','WaitingonlockcompletionfromUbox.CheckuboxQuiesceWWtocheckwhereitisstuck.','WaitingonlockcompletionfromUbox.CheckuboxQuiesceWWtocheckwhereitisstuck.','WaitingonlockcompletionfromUbox.CheckuboxQuiesceWWtocheckwhereitisstuck.','WaitingonlockcompletionfromUbox.CheckuboxQuiesceWWtocheckwhereitisstuck.','WaitingonlockcompletionfromUbox.CheckuboxQuiesceWWtocheckwhereitisstuck.','WaitingonlockcompletionfromUbox.CheckuboxQuiesceWWtocheckwhereitisstuck.','WaitingonlockcompletionfromUbox.CheckuboxQuiesceWWtocheckwhereitisstuck.','WaitingonlockcompletionfromUbox.CheckuboxQuiesceWWtocheckwhereitisstuck.','WaitingonlockcompletionfromUbox.CheckuboxQuiesceWWtocheckwhereitisstuck.','WaitingonlockcompletionfromUbox.CheckuboxQuiesceWWtocheckwhereitisstuck.','WaitingonlockcompletionfromUbox.CheckuboxQuiesceWWtocheckwhereitisstuck.','WaitingonlockcompletionfromUbox.CheckuboxQuiesceWWtocheckwhereitisstuck.','WaitingonlockcompletionfromUbox.CheckuboxQuiesceWWtocheckwhereitisstuck.','WaitingonlockcompletionfromUbox.CheckuboxQuiesceWWtocheckwhereitisstuck.']['IOMMUTLBArbiterisnonidle','IOMMUTLBArbiterisnonidle','IOMMUTLBArbiterisnonidle']['MergeBank7-CHA0signaledanMCAtoUbox;Checkmc_statusofMCABANKID:7andMCABANK_INDEX:0x10','LOCKHardHang,didnotreturntoidlein1s']['IFUERROR(mcacod:0xffffdesc:)(mscod:0xffffdesc:)','IFUERROR(mcacod:0xffffdesc:)(mscod:0xff7desc:)','IFUERROR(mcacod:0xffffdesc:)(mscod:0x1fffdesc:)','IFUERROR(mcacod:0xffffdesc:)(mscod:0xff3fdesc:)','IFUERROR(mcacod:0x5fffdesc:)(mscod:0xfffedesc:)','IFUERROR(mcacod:0xb210desc:)(mscod:0xf573desc:)','IFUERROR(mcacod:0xc5adesc:Bus/InterconnectErrors:OBS.NTO.IRD.IO.L2)(mscod:0xfffedesc:)','IFUERROR(mcacod:0xffffdesc:)(mscod:0x7fffdesc:)','IFUERROR(mcacod:0xffffdesc:)(mscod:0xdfffdesc:)','IFUERROR(mcacod:0xebffdesc:)(mscod:0xefffdesc:)','IFUERROR(mcacod:0xbf0fdesc:)(mscod:0xfb3ddesc:)','DCUERROR(mcacod:0xffffdesc:)(mscod:0xffffdesc:)','DCUERROR(mcacod:0xffffdesc:)(mscod:0xffffdesc:)','DCUERROR(mcacod:0xffffdesc:)(mscod:0xffffdesc:)','DCUERROR(mcacod:0xffffdesc:)(mscod:0xffffdesc:)','DCUERROR(mcacod:0xffffdesc:)(mscod:0xffffdesc:)','DCUERROR(mcacod:0xffffdesc:)(mscod:0xffffdesc:)','DCUERROR(mcacod:0x3021desc:)(mscod:0xc2fddesc:)','DCUERROR(mcacod:0x55bfdesc:)(mscod:0x97efdesc:)','DCUERROR(mcacod:0xf78ddesc:)(mscod:0x213fdesc:)','DCUERROR(mcacod:0xffffdesc:)(mscod:0xffffdesc:)','DCUERROR(mcacod:0xffffdesc:)(mscod:0xffffdesc:)','DCUERROR(mcacod:0xe5b4desc:)(mscod:0x217desc:)','DCUERROR(mcacod:0xffffdesc:)(mscod:0xffffdesc:)','DCUERROR(mcacod:0x1a7bdesc:Bus/InterconnectErrors(Filtered):RSP.NTO.EVICT.IO.LG)(mscod:0xfff8desc:)','DCUERROR(mcacod:0x5fffdesc:)(mscod:0x5f33desc:)','DCUERROR(mcacod:0xff7bdesc:)(mscod:0xfffbdesc:)','MLCERROR(mcacod:0x400desc:InternalTimerError:InternalTimerError)(mscod:0xe18ddesc:)','MLCERROR(mcacod:0x400desc:InternalTimerError:InternalTimerError)(mscod:0xe18ddesc:)','MLCERROR(mcacod:0x400desc:InternalTimerError:InternalTimerError)(mscod:0xe18ddesc:)','MLCERROR(mcacod:0x400desc:InternalTimerError:InternalTimerError)(mscod:0xe18ddesc:)','MLCERROR(mcacod:0x400desc:InternalTimerError:InternalTimerError)(mscod:0xe18ddesc:)','MLCERROR(mcacod:0x400desc:InternalTimerError:InternalTimerError)(mscod:0xe18ddesc:)','MLCERROR(mcacod:0x400desc:InternalTimerError:InternalTimerError)(mscod:0xe18ddesc:)','MLCERROR(mcacod:0x400desc:InternalTimerError:InternalTimerError)(mscod:0xf18ddesc:)','MLCERROR(mcacod:0x400desc:InternalTimerError:InternalTimerError)(mscod:0xf18cdesc:)','MLCERROR(mcacod:0x400desc:InternalTimerError:InternalTimerError)(mscod:0xe18ddesc:)','MLCERROR(mcacod:0x400desc:InternalTimerError:InternalTimerError)(mscod:0xe18cdesc:)','MLCERROR(mcacod:0x400desc:InternalTimerError:InternalTimerError)(mscod:0xe18ddesc:)','MLCERROR(mcacod:0x400desc:InternalTimerError:InternalTimerError)(mscod:0xe18ddesc:)','MLCERROR(mcacod:0x400desc:InternalTimerError:InternalTimerError)(mscod:0xe18ddesc:)','MLCERROR(mcacod:0x400desc:InternalTimerError:InternalTimerError)(mscod:0xf18cdesc:)','MLCERROR(mcacod:0x400desc:InternalTimerError:InternalTimerError)(mscod:0xe18ddesc:)','MLCERROR(mcacod:0x400desc:InternalTimerError:InternalTimerError)(mscod:0xe18ddesc:)','MLCERROR(mcacod:0x400desc:InternalTimerError:InternalTimerError)(mscod:0xe189desc:)','MLCERROR(mcacod:0x400desc:InternalTimerError:InternalTimerError)(mscod:0xe18ddesc:)','MLCERROR(mcacod:0x400desc:InternalTimerError:InternalTimerError)(mscod:0xe18ddesc:)','MLCERROR(mcacod:0x400desc:InternalTimerError:InternalTimerError)(mscod:0xe18ddesc:)','MLCERROR(mcacod:0x400desc:InternalTimerError:InternalTimerError)(mscod:0xe18cdesc:)','MLCERROR(mcacod:0x400desc:InternalTimerError:InternalTimerError)(mscod:0xe18ddesc:)','MLCERROR(mcacod:0x400desc:InternalTimerError:InternalTimerError)(mscod:0xe18ddesc:)','MLCERROR(mcacod:0x400desc:InternalTimerError:InternalTimerError)(mscod:0xe18ddesc:)','MLCERROR(mcacod:0x400desc:InternalTimerError:InternalTimerError)(mscod:0xe18ddesc:)','MLCERROR(mcacod:0x400desc:InternalTimerError:InternalTimerError)(mscod:0xe18ddesc:)','CHAERROR(mcacod:0x110adesc:CacheErrors(Filtered):ERR.G.L2)(mscod:0xcdesc:TOR_TIMEOUT)','CHAERROR(mcacod:0x110adesc:CacheErrors(Filtered):ERR.G.L2)(mscod:0xcdesc:TOR_TIMEOUT)','CHAERROR(mcacod:0x110adesc:CacheErrors(Filtered):ERR.G.L2)(mscod:0xcdesc:TOR_TIMEOUT)','CHAERROR(mcacod:0x110adesc:CacheErrors(Filtered):ERR.G.L2)(mscod:0xcdesc:TOR_TIMEOUT)','CHAERROR(mcacod:0x110adesc:CacheErrors(Filtered):ERR.G.L2)(mscod:0xcdesc:TOR_TIMEOUT)','CHAERROR(mcacod:0x17adesc:CacheErrors:EVICT.G.L2)(mscod:0xcdesc:TOR_TIMEOUT)','CHAERROR(mcacod:0x110adesc:CacheErrors(Filtered):ERR.G.L2)(mscod:0xcdesc:TOR_TIMEOUT)','CHAERROR(mcacod:0x17adesc:CacheErrors:EVICT.G.L2)(mscod:0xcdesc:TOR_TIMEOUT)','CHAERROR(mcacod:0x110adesc:CacheErrors(Filtered):ERR.G.L2)(mscod:0xcdesc:TOR_TIMEOUT)','CHAERROR(mcacod:0x110adesc:CacheErrors(Filtered):ERR.G.L2)(mscod:0xcdesc:TOR_TIMEOUT)','CHAERROR(mcacod:0x110adesc:CacheErrors(Filtered):ERR.G.L2)(mscod:0xcdesc:TOR_TIMEOUT)','CHAERROR(mcacod:0x110adesc:CacheErrors(Filtered):ERR.G.L2)(mscod:0xcdesc:TOR_TIMEOUT)','CHAERROR(mcacod:0x110adesc:CacheErrors(Filtered):ERR.G.L2)(mscod:0xcdesc:TOR_TIMEOUT)','CHAERROR(mcacod:0x110adesc:CacheErrors(Filtered):ERR.G.L2)(mscod:0xcdesc:TOR_TIMEOUT)','CHAERROR(mcacod:0x110adesc:CacheErrors(Filtered):ERR.G.L2)(mscod:0xcdesc:TOR_TIMEOUT)','CHAERROR(mcacod:0x110adesc:CacheErrors(Filtered):ERR.G.L2)(mscod:0xcdesc:TOR_TIMEOUT)','CHAERROR(mcacod:0x110adesc:CacheErrors(Filtered):ERR.G.L2)(mscod:0xcdesc:TOR_TIMEOUT)','CHAERROR(mcacod:0x110adesc:CacheErrors(Filtered):ERR.G.L2)(mscod:0xcdesc:TOR_TIMEOUT)','CHAERROR(mcacod:0x110adesc:CacheErrors(Filtered):ERR.G.L2)(mscod:0xcdesc:TOR_TIMEOUT)','CHAERROR(mcacod:0x110adesc:CacheErrors(Filtered):ERR.G.L2)(mscod:0xcdesc:TOR_TIMEOUT)','CHAERROR(mcacod:0x110adesc:CacheErrors(Filtered):ERR.G.L2)(mscod:0xcdesc:TOR_TIMEOUT)','CHAERROR(mcacod:0x110adesc:CacheErrors(Filtered):ERR.G.L2)(mscod:0xcdesc:TOR_TIMEOUT)','CHAERROR(mcacod:0x110adesc:CacheErrors(Filtered):ERR.G.L2)(mscod:0xcdesc:TOR_TIMEOUT)','CHAERROR(mcacod:0x110adesc:CacheErrors(Filtered):ERR.G.L2)(mscod:0xcdesc:TOR_TIMEOUT)']['corerrsts_oob.advisory_non_fatal_error_status','msm_global_status_ctrl_reg.global_viral:GlobalViralCrashlogTriggeralongwithIERRassertionfromPUNIT','msm_global_status_ctrl_reg.general_mca:oobmsmsawthatCPUhasloggedanMCA','msm_global_status_ctrl_reg.ierr:oobmsmsawthatCPUhasloggedanierr','corerrsts_msm.advisory_non_fatal_error_status','corerrsts_oob.advisory_non_fatal_error_status','msm_global_status_ctrl_reg.global_viral:GlobalViralCrashlogTriggeralongwithIERRassertionfromPUNIT','msm_global_status_ctrl_reg.pcode_err:PCI_ERRloggedandoccurredgoingtoPUNIT','msm_global_status_ctrl_reg.peci_err:PCI_ERRloggedandsent(maybe)forPECI','msm_global_status_ctrl_reg.msm_pmsb_err:ErroronPMSB(PCI_ERRloggedforPMSB)','msm_global_status_ctrl_reg.general_mca:oobmsmsawthatCPUhasloggedanMCA','msm_global_status_ctrl_reg.ierr:oobmsmsawthatCPUhasloggedanierr']",3,,,RDT_Mesh
d5d6053a,"['corerrsts_msm.advisory_non_fatal_error_status','corerrsts_oob.advisory_non_fatal_error_status','msm_global_status_ctrl_reg.pcode_err:PCI_ERRloggedandoccurredgoingtoPUNIT','msm_global_status_ctrl_reg.peci_err:PCI_ERRloggedandsent(maybe)forPECI','msm_global_status_ctrl_reg.msm_pmsb_err:ErroronPMSB(PCI_ERRloggedforPMSB)']",3,,,RDT_Mesh
e91d29b8,"['corerrsts_oob.advisory_non_fatal_error_status','uncersts_msm.received_an_unsupported_request:OOBMSMrecievedanunsupportedrequest','corerrsts_msm.advisory_non_fatal_error_status','uncersts_oob.received_an_unsupported_request','corerrsts_oob.advisory_non_fatal_error_status','msm_global_status_ctrl_reg.pcode_err:PCI_ERRloggedandoccurredgoingtoPUNIT','msm_global_status_ctrl_reg.peci_err:PCI_ERRloggedandsent(maybe)forPECI','msm_global_status_ctrl_reg.msm_pmsb_err:ErroronPMSB(PCI_ERRloggedforPMSB)']",4,,,RDT_Mesh
ac2d79bf,"['corerrsts_msm.advisory_non_fatal_error_status','corerrsts_oob.advisory_non_fatal_error_status','msm_global_status_ctrl_reg.pcode_err:PCI_ERRloggedandoccurredgoingtoPUNIT','msm_global_status_ctrl_reg.peci_err:PCI_ERRloggedandsent(maybe)forPECI','msm_global_status_ctrl_reg.msm_pmsb_err:ErroronPMSB(PCI_ERRloggedforPMSB)']",3,,,GNRD_VV_Sanity
7daa1361,"['corerrsts_msm.advisory_non_fatal_error_status','corerrsts_oob.advisory_non_fatal_error_status','msm_global_status_ctrl_reg.pcode_err:PCI_ERRloggedandoccurredgoingtoPUNIT','msm_global_status_ctrl_reg.peci_err:PCI_ERRloggedandsent(maybe)forPECI','msm_global_status_ctrl_reg.msm_pmsb_err:ErroronPMSB(PCI_ERRloggedforPMSB)']",6,,,GNRD_VV_Sanity
3348944d,"['LLCERROR(mcacod:0x111adesc:CacheErrors(Filtered):RD.G.L2)(mscod:0x7desc:LLCCORRECTABLE_DATA_ERROR)','LLCERROR(mcacod:0x111adesc:CacheErrors(Filtered):RD.G.L2)(mscod:0x7desc:LLCCORRECTABLE_DATA_ERROR)','LLCERROR(mcacod:0x111adesc:CacheErrors(Filtered):RD.G.L2)(mscod:0x7desc:LLCCORRECTABLE_DATA_ERROR)','LLCERROR(mcacod:0x111adesc:CacheErrors(Filtered):RD.G.L2)(mscod:0x7desc:LLCCORRECTABLE_DATA_ERROR)','LLCERROR(mcacod:0x111adesc:CacheErrors(Filtered):RD.G.L2)(mscod:0x7desc:LLCCORRECTABLE_DATA_ERROR)','LLCERROR(mcacod:0x111adesc:CacheErrors(Filtered):RD.G.L2)(mscod:0x7desc:LLCCORRECTABLE_DATA_ERROR)','LLCERROR(mcacod:0x111adesc:CacheErrors(Filtered):RD.G.L2)(mscod:0x7desc:LLCCORRECTABLE_DATA_ERROR)','LLCERROR(mcacod:0x111adesc:CacheErrors(Filtered):RD.G.L2)(mscod:0x7desc:LLCCORRECTABLE_DATA_ERROR)','LLCERROR(mcacod:0x111adesc:CacheErrors(Filtered):RD.G.L2)(mscod:0x7desc:LLCCORRECTABLE_DATA_ERROR)','LLCERROR(mcacod:0x111adesc:CacheErrors(Filtered):RD.G.L2)(mscod:0x7desc:LLCCORRECTABLE_DATA_ERROR)','LLCERROR(mcacod:0x111adesc:CacheErrors(Filtered):RD.G.L2)(mscod:0x7desc:LLCCORRECTABLE_DATA_ERROR)','LLCERROR(mcacod:0x111adesc:CacheErrors(Filtered):RD.G.L2)(mscod:0x7desc:LLCCORRECTABLE_DATA_ERROR)','LLCERROR(mcacod:0x111adesc:CacheErrors(Filtered):RD.G.L2)(mscod:0x7desc:LLCCORRECTABLE_DATA_ERROR)','LLCERROR(mcacod:0x111adesc:CacheErrors(Filtered):RD.G.L2)(mscod:0x7desc:LLCCORRECTABLE_DATA_ERROR)','LLCERROR(mcacod:0x111adesc:CacheErrors(Filtered):RD.G.L2)(mscod:0x7desc:LLCCORRECTABLE_DATA_ERROR)','LLCERROR(mcacod:0x111adesc:CacheErrors(Filtered):RD.G.L2)(mscod:0x7desc:LLCCORRECTABLE_DATA_ERROR)','LLCERROR(mcacod:0x111adesc:CacheErrors(Filtered):RD.G.L2)(mscod:0x7desc:LLCCORRECTABLE_DATA_ERROR)','LLCERROR(mcacod:0x111adesc:CacheErrors(Filtered):RD.G.L2)(mscod:0x7desc:LLCCORRECTABLE_DATA_ERROR)','LLCERROR(mcacod:0x111adesc:CacheErrors(Filtered):RD.G.L2)(mscod:0x7desc:LLCCORRECTABLE_DATA_ERROR)','LLCERROR(mcacod:0x111adesc:CacheErrors(Filtered):RD.G.L2)(mscod:0x7desc:LLCCORRECTABLE_DATA_ERROR)','LLCERROR(mcacod:0x111adesc:CacheErrors(Filtered):RD.G.L2)(mscod:0x7desc:LLCCORRECTABLE_DATA_ERROR)','LLCERROR(mcacod:0x111adesc:CacheErrors(Filtered):RD.G.L2)(mscod:0x7desc:LLCCORRECTABLE_DATA_ERROR)','LLCERROR(mcacod:0x111adesc:CacheErrors(Filtered):RD.G.L2)(mscod:0x7desc:LLCCORRECTABLE_DATA_ERROR)','LLCERROR(mcacod:0x111adesc:CacheErrors(Filtered):RD.G.L2)(mscod:0x7desc:LLCCORRECTABLE_DATA_ERROR)','LLCERROR(mcacod:0x111adesc:CacheErrors(Filtered):RD.G.L2)(mscod:0x7desc:LLCCORRECTABLE_DATA_ERROR)','LLCERROR(mcacod:0x111adesc:CacheErrors(Filtered):RD.G.L2)(mscod:0x7desc:LLCCORRECTABLE_DATA_ERROR)','LLCERROR(mcacod:0x111adesc:CacheErrors(Filtered):RD.G.L2)(mscod:0x7desc:LLCCORRECTABLE_DATA_ERROR)','LLCERROR(mcacod:0x111adesc:CacheErrors(Filtered):RD.G.L2)(mscod:0x7desc:LLCCORRECTABLE_DATA_ERROR)','LLCERROR(mcacod:0x111adesc:CacheErrors(Filtered):RD.G.L2)(mscod:0x7desc:LLCCORRECTABLE_DATA_ERROR)','LLCERROR(mcacod:0x111adesc:CacheErrors(Filtered):RD.G.L2)(mscod:0x7desc:LLCCORRECTABLE_DATA_ERROR)','LLCERROR(mcacod:0x111adesc:CacheErrors(Filtered):RD.G.L2)(mscod:0x7desc:LLCCORRECTABLE_DATA_ERROR)','LLCERROR(mcacod:0x111adesc:CacheErrors(Filtered):RD.G.L2)(mscod:0x7desc:LLCCORRECTABLE_DATA_ERROR)','LLCERROR(mcacod:0x111adesc:CacheErrors(Filtered):RD.G.L2)(mscod:0x7desc:LLCCORRECTABLE_DATA_ERROR)','LLCERROR(mcacod:0x111adesc:CacheErrors(Filtered):RD.G.L2)(mscod:0x7desc:LLCCORRECTABLE_DATA_ERROR)','LLCERROR(mcacod:0x111adesc:CacheErrors(Filtered):RD.G.L2)(mscod:0x7desc:LLCCORRECTABLE_DATA_ERROR)','LLCERROR(mcacod:0x111adesc:CacheErrors(Filtered):RD.G.L2)(mscod:0x7desc:LLCCORRECTABLE_DATA_ERROR)','MSEERROR(mcacod:0x444desc:Correctederrorinoneofthekeyarrays)(mscod:0xadesc:KEYRDCORECC)','MSEERROR(mcacod:0x444desc:Correctederrorinoneofthekeyarrays)(mscod:0xadesc:KEYRDCORECC)','MSEERROR(mcacod:0x444desc:Correctederrorinoneofthekeyarrays)(mscod:0xadesc:KEYRDCORECC)','MSEERROR(mcacod:0x444desc:Correctederrorinoneofthekeyarrays)(mscod:0xadesc:KEYRDCORECC)']['uncersts_msm.received_an_unsupported_request:OOBMSMrecievedanunsupportedrequest','corerrsts_msm.advisory_non_fatal_error_status','uncersts_oob.received_an_unsupported_request','corerrsts_oob.advisory_non_fatal_error_status','msm_global_status_ctrl_reg.pcode_err:PCI_ERRloggedandoccurredgoingtoPUNIT','msm_global_status_ctrl_reg.peci_err:PCI_ERRloggedandsent(maybe)forPECI','msm_global_status_ctrl_reg.msm_pmsb_err:ErroronPMSB(PCI_ERRloggedforPMSB)']",6,,,GNRD_VV_Sanity
bc164da4,"['corerrsts_msm.advisory_non_fatal_error_status','corerrsts_oob.advisory_non_fatal_error_status']",0,,,Memory
094ee21b,"['corerrsts_oob.advisory_non_fatal_error_status','uncersts_msm.received_an_unsupported_request:OOBMSMrecievedanunsupportedrequest','corerrsts_msm.advisory_non_fatal_error_status','uncersts_oob.received_an_unsupported_request','corerrsts_oob.advisory_non_fatal_error_status','msm_global_status_ctrl_reg.pcode_err:PCI_ERRloggedandoccurredgoingtoPUNIT','msm_global_status_ctrl_reg.peci_err:PCI_ERRloggedandsent(maybe)forPECI','msm_global_status_ctrl_reg.msm_pmsb_err:ErroronPMSB(PCI_ERRloggedforPMSB)','msm_global_status_ctrl_reg.msm_prim_err:MSMFailedtocommunicateonprimary({PCI_ERRloggedforPrimaryhostandpeci)']",1,,,PM
b57e5210,"['LLCERROR(mcacod:0x111adesc:CacheErrors(Filtered):RD.G.L2)(mscod:0x7desc:LLCCORRECTABLE_DATA_ERROR)','LLCERROR(mcacod:0x111adesc:CacheErrors(Filtered):RD.G.L2)(mscod:0x7desc:LLCCORRECTABLE_DATA_ERROR)','LLCERROR(mcacod:0x111adesc:CacheErrors(Filtered):RD.G.L2)(mscod:0x7desc:LLCCORRECTABLE_DATA_ERROR)','LLCERROR(mcacod:0x111adesc:CacheErrors(Filtered):RD.G.L2)(mscod:0x7desc:LLCCORRECTABLE_DATA_ERROR)','LLCERROR(mcacod:0x111adesc:CacheErrors(Filtered):RD.G.L2)(mscod:0x7desc:LLCCORRECTABLE_DATA_ERROR)','LLCERROR(mcacod:0x111adesc:CacheErrors(Filtered):RD.G.L2)(mscod:0x7desc:LLCCORRECTABLE_DATA_ERROR)','LLCERROR(mcacod:0x111adesc:CacheErrors(Filtered):RD.G.L2)(mscod:0x7desc:LLCCORRECTABLE_DATA_ERROR)','LLCERROR(mcacod:0x111adesc:CacheErrors(Filtered):RD.G.L2)(mscod:0x7desc:LLCCORRECTABLE_DATA_ERROR)','LLCERROR(mcacod:0x111adesc:CacheErrors(Filtered):RD.G.L2)(mscod:0x7desc:LLCCORRECTABLE_DATA_ERROR)','LLCERROR(mcacod:0x111adesc:CacheErrors(Filtered):RD.G.L2)(mscod:0x7desc:LLCCORRECTABLE_DATA_ERROR)','LLCERROR(mcacod:0x111adesc:CacheErrors(Filtered):RD.G.L2)(mscod:0x7desc:LLCCORRECTABLE_DATA_ERROR)','LLCERROR(mcacod:0x111adesc:CacheErrors(Filtered):RD.G.L2)(mscod:0x7desc:LLCCORRECTABLE_DATA_ERROR)','LLCERROR(mcacod:0x111adesc:CacheErrors(Filtered):RD.G.L2)(mscod:0x7desc:LLCCORRECTABLE_DATA_ERROR)','LLCERROR(mcacod:0x111adesc:CacheErrors(Filtered):RD.G.L2)(mscod:0x7desc:LLCCORRECTABLE_DATA_ERROR)','LLCERROR(mcacod:0x111adesc:CacheErrors(Filtered):RD.G.L2)(mscod:0x7desc:LLCCORRECTABLE_DATA_ERROR)','LLCERROR(mcacod:0x111adesc:CacheErrors(Filtered):RD.G.L2)(mscod:0x7desc:LLCCORRECTABLE_DATA_ERROR)','LLCERROR(mcacod:0x111adesc:CacheErrors(Filtered):RD.G.L2)(mscod:0x7desc:LLCCORRECTABLE_DATA_ERROR)','LLCERROR(mcacod:0x111adesc:CacheErrors(Filtered):RD.G.L2)(mscod:0x7desc:LLCCORRECTABLE_DATA_ERROR)','LLCERROR(mcacod:0x111adesc:CacheErrors(Filtered):RD.G.L2)(mscod:0x7desc:LLCCORRECTABLE_DATA_ERROR)','LLCERROR(mcacod:0x111adesc:CacheErrors(Filtered):RD.G.L2)(mscod:0x7desc:LLCCORRECTABLE_DATA_ERROR)','LLCERROR(mcacod:0x111adesc:CacheErrors(Filtered):RD.G.L2)(mscod:0x7desc:LLCCORRECTABLE_DATA_ERROR)','LLCERROR(mcacod:0x111adesc:CacheErrors(Filtered):RD.G.L2)(mscod:0x7desc:LLCCORRECTABLE_DATA_ERROR)','LLCERROR(mcacod:0x111adesc:CacheErrors(Filtered):RD.G.L2)(mscod:0x7desc:LLCCORRECTABLE_DATA_ERROR)','LLCERROR(mcacod:0x111adesc:CacheErrors(Filtered):RD.G.L2)(mscod:0x7desc:LLCCORRECTABLE_DATA_ERROR)','LLCERROR(mcacod:0x111adesc:CacheErrors(Filtered):RD.G.L2)(mscod:0x7desc:LLCCORRECTABLE_DATA_ERROR)','LLCERROR(mcacod:0x111adesc:CacheErrors(Filtered):RD.G.L2)(mscod:0x7desc:LLCCORRECTABLE_DATA_ERROR)','LLCERROR(mcacod:0x111adesc:CacheErrors(Filtered):RD.G.L2)(mscod:0x7desc:LLCCORRECTABLE_DATA_ERROR)','LLCERROR(mcacod:0x111adesc:CacheErrors(Filtered):RD.G.L2)(mscod:0x7desc:LLCCORRECTABLE_DATA_ERROR)','LLCERROR(mcacod:0x111adesc:CacheErrors(Filtered):RD.G.L2)(mscod:0x7desc:LLCCORRECTABLE_DATA_ERROR)','LLCERROR(mcacod:0x111adesc:CacheErrors(Filtered):RD.G.L2)(mscod:0x7desc:LLCCORRECTABLE_DATA_ERROR)','LLCERROR(mcacod:0x111adesc:CacheErrors(Filtered):RD.G.L2)(mscod:0x7desc:LLCCORRECTABLE_DATA_ERROR)','LLCERROR(mcacod:0x111adesc:CacheErrors(Filtered):RD.G.L2)(mscod:0x7desc:LLCCORRECTABLE_DATA_ERROR)','LLCERROR(mcacod:0x111adesc:CacheErrors(Filtered):RD.G.L2)(mscod:0x7desc:LLCCORRECTABLE_DATA_ERROR)','LLCERROR(mcacod:0x111adesc:CacheErrors(Filtered):RD.G.L2)(mscod:0x7desc:LLCCORRECTABLE_DATA_ERROR)','LLCERROR(mcacod:0x111adesc:CacheErrors(Filtered):RD.G.L2)(mscod:0x7desc:LLCCORRECTABLE_DATA_ERROR)','LLCERROR(mcacod:0x111adesc:CacheErrors(Filtered):RD.G.L2)(mscod:0x7desc:LLCCORRECTABLE_DATA_ERROR)','MSEERROR(mcacod:0x444desc:Correctederrorinoneofthekeyarrays)(mscod:0xadesc:KEYRDCORECC)','MSEERROR(mcacod:0x444desc:Correctederrorinoneofthekeyarrays)(mscod:0xadesc:KEYRDCORECC)','MSEERROR(mcacod:0x444desc:Correctederrorinoneofthekeyarrays)(mscod:0xadesc:KEYRDCORECC)','MSEERROR(mcacod:0x444desc:Correctederrorinoneofthekeyarrays)(mscod:0xadesc:KEYRDCORECC)']['uncersts_msm.received_an_unsupported_request:OOBMSMrecievedanunsupportedrequest','corerrsts_msm.advisory_non_fatal_error_status','uncersts_oob.received_an_unsupported_request','corerrsts_oob.advisory_non_fatal_error_status','msm_global_status_ctrl_reg.pcode_err:PCI_ERRloggedandoccurredgoingtoPUNIT','msm_global_status_ctrl_reg.peci_err:PCI_ERRloggedandsent(maybe)forPECI','msm_global_status_ctrl_reg.msm_pmsb_err:ErroronPMSB(PCI_ERRloggedforPMSB)']",1,,,PM
457b363f,"['uncersts_oob.received_an_unsupported_request','corerrsts_oob.advisory_non_fatal_error_status','msm_global_status_ctrl_reg.pcode_err:PCI_ERRloggedandoccurredgoingtoPUNIT','msm_global_status_ctrl_reg.peci_err:PCI_ERRloggedandsent(maybe)forPECI','msm_global_status_ctrl_reg.msm_pmsb_err:ErroronPMSB(PCI_ERRloggedforPMSB)']",1,,,PM
ce85ff66,"['corerrsts_msm.advisory_non_fatal_error_status','corerrsts_oob.advisory_non_fatal_error_status','msm_global_status_ctrl_reg.pcode_err:PCI_ERRloggedandoccurredgoingtoPUNIT','msm_global_status_ctrl_reg.peci_err:PCI_ERRloggedandsent(maybe)forPECI','msm_global_status_ctrl_reg.msm_pmsb_err:ErroronPMSB(PCI_ERRloggedforPMSB)']",6,,,PM
