0,1,2,3,4,5,6
[],[],"['Merge Bank6-Punit signaled an MCA to Ubox; Check mc_status of MCA BANKID:6 and  MCA BANK_INDEX:0x9', 'LOCK Hard Hang, did not return to idle in 1s']","['PUNIT ERROR ( mcacod:0x402 desc:Punit Error)( mscod:0x10 desc: IERR_GENERIC)', 'PUNIT ERROR ( mcacod:0x402 desc:Punit Error)( mscod:0x10 desc: IERR_GENERIC)', 'PUNIT ERROR ( mcacod:0x402 desc:Punit Error)( mscod:0x10 desc: IERR_GENERIC)']","['msm_global_status_ctrl_reg.global_viral: Global Viral Crashlog Trigger along with IERR assertion from PUNIT', 'msm_global_status_ctrl_reg.general_mca: oobmsm saw that CPU has logged an MCA', 'msm_global_status_ctrl_reg.ierr: oobmsm saw that CPU has logged an ierr', 'uncersts_msm.received_an_unsupported_request: OOBMSM recieved an unsupported request', 'corerrsts_msm.advisory_non_fatal_error_status', 'uncersts_oob.received_an_unsupported_request', 'corerrsts_oob.advisory_non_fatal_error_status', 'msm_mbx_error_sts.mbx_overflow', 'msm_global_status_ctrl_reg.global_viral: Global Viral Crashlog Trigger along with IERR assertion from PUNIT', 'msm_global_status_ctrl_reg.general_mca: oobmsm saw that CPU has logged an MCA', 'msm_global_status_ctrl_reg.ierr: oobmsm saw that CPU has logged an ierr', 'msm_global_status_ctrl_reg.global_viral: Global Viral Crashlog Trigger along with IERR assertion from PUNIT', 'msm_global_status_ctrl_reg.general_mca: oobmsm saw that CPU has logged an MCA', 'msm_global_status_ctrl_reg.ierr: oobmsm saw that CPU has logged an ierr']",[],[]
"['BIOS did not make it to EFI or OS handoff cleanly, see table below']",,,,,,
[],[],"['Merge Bank6-Punit signaled an MCA to Ubox; Check mc_status of MCA BANKID:6 and  MCA BANK_INDEX:0x0', 'Merge Bank7-CHA0 signaled an MCA to Ubox; Check mc_status of MCA BANKID:7 and  MCA BANK_INDEX:0x12', 'Merge Bank6-Punit signaled an MCA to Ubox; Check mc_status of MCA BANKID:6 and  MCA BANK_INDEX:0x0', 'LOCK Hard Hang, did not return to idle in 1s']","['PUNIT ERROR ( mcacod:0x402 desc:Punit Error)( mscod:0x10 desc: IERR_GENERIC)', 'PUNIT ERROR ( mcacod:0x402 desc:Punit Error)( mscod:0x10 desc: IERR_GENERIC)', 'PUNIT ERROR ( mcacod:0x402 desc:Punit Error)( mscod:0x10 desc: IERR_GENERIC)', 'PUNIT ERROR ( mcacod:0x402 desc:Punit Error)( mscod:0x10 desc: IERR_GENERIC)', 'PUNIT ERROR ( mcacod:0x402 desc:Punit Error)( mscod:0x10 desc: IERR_GENERIC)', 'PUNIT ERROR ( mcacod:0x402 desc:Punit Error)( mscod:0x10 desc: IERR_GENERIC)', 'CHA ERROR ( mcacod:0x1136 desc:Cache Errors (Filtered): DRD.D.L2)( mscod:0xc desc: CHA TOR_TIMEOUT)']","['msm_global_status_ctrl_reg.global_viral: Global Viral Crashlog Trigger along with IERR assertion from PUNIT', 'msm_global_status_ctrl_reg.general_mca: oobmsm saw that CPU has logged an MCA', 'msm_global_status_ctrl_reg.ierr: oobmsm saw that CPU has logged an ierr', 'msm_global_status_ctrl_reg.global_viral: Global Viral Crashlog Trigger along with IERR assertion from PUNIT', 'msm_global_status_ctrl_reg.general_mca: oobmsm saw that CPU has logged an MCA', 'msm_global_status_ctrl_reg.ierr: oobmsm saw that CPU has logged an ierr', 'uncersts_msm.received_an_unsupported_request: OOBMSM recieved an unsupported request', 'corerrsts_msm.advisory_non_fatal_error_status', 'uncersts_oob.received_an_unsupported_request', 'corerrsts_oob.advisory_non_fatal_error_status', 'msm_mbx_error_sts.mbx_overflow', 'msm_global_status_ctrl_reg.global_viral: Global Viral Crashlog Trigger along with IERR assertion from PUNIT', 'msm_global_status_ctrl_reg.general_mca: oobmsm saw that CPU has logged an MCA', 'msm_global_status_ctrl_reg.ierr: oobmsm saw that CPU has logged an ierr', 'msm_global_status_ctrl_reg.global_viral: Global Viral Crashlog Trigger along with IERR assertion from PUNIT', 'msm_global_status_ctrl_reg.general_mca: oobmsm saw that CPU has logged an MCA', 'msm_global_status_ctrl_reg.ierr: oobmsm saw that CPU has logged an ierr', 'uncersts_msm.received_an_unsupported_request: OOBMSM recieved an unsupported request', 'corerrsts_msm.advisory_non_fatal_error_status', 'uncersts_oob.received_an_unsupported_request', 'corerrsts_oob.advisory_non_fatal_error_status', 'msm_mbx_error_sts.mbx_overflow', 'msm_global_status_ctrl_reg.global_viral: Global Viral Crashlog Trigger along with IERR assertion from PUNIT', 'msm_global_status_ctrl_reg.general_mca: oobmsm saw that CPU has logged an MCA', 'msm_global_status_ctrl_reg.ierr: oobmsm saw that CPU has logged an ierr', 'msm_global_status_ctrl_reg.global_viral: Global Viral Crashlog Trigger along with IERR assertion from PUNIT', 'msm_global_status_ctrl_reg.general_mca: oobmsm saw that CPU has logged an MCA', 'msm_global_status_ctrl_reg.ierr: oobmsm saw that CPU has logged an ierr']","['Corrected global error dev2_co_sts from uncore.pi5.pxp2.rp0', 'Corrected global error dev1_co_sts from uncore.hiop.hiop5', 'Corrected global error dev2_co_sts from uncore.pi5.pxp0.rp0', 'Corrected global error dev2_co_sts from uncore.pi5.pxp3.rp0', 'Corrected global error dev2_co_sts from uncore.pi5.pxp0.rp0', 'Corrected global error dev2_co_sts from uncore.pi5.pxp1.rp0']",[]
"['BIOS did not make it to EFI or OS handoff cleanly, see table below']",,,,,,
[],[],"['Merge Bank6-Punit signaled an MCA to Ubox; Check mc_status of MCA BANKID:6 and  MCA BANK_INDEX:0x0', 'LOCK Hard Hang, did not return to idle in 1s']","['PUNIT ERROR ( mcacod:0x402 desc:Punit Error)( mscod:0x10 desc: IERR_GENERIC)', 'PUNIT ERROR ( mcacod:0x402 desc:Punit Error)( mscod:0x10 desc: IERR_GENERIC)', 'PUNIT ERROR ( mcacod:0x402 desc:Punit Error)( mscod:0x10 desc: IERR_GENERIC)']","['msm_global_status_ctrl_reg.global_viral: Global Viral Crashlog Trigger along with IERR assertion from PUNIT', 'msm_global_status_ctrl_reg.general_mca: oobmsm saw that CPU has logged an MCA', 'msm_global_status_ctrl_reg.ierr: oobmsm saw that CPU has logged an ierr', 'corerrsts_msm.advisory_non_fatal_error_status', 'corerrsts_oob.advisory_non_fatal_error_status', 'msm_mbx_error_sts.mbx_overflow', 'msm_global_status_ctrl_reg.global_viral: Global Viral Crashlog Trigger along with IERR assertion from PUNIT', 'msm_global_status_ctrl_reg.general_mca: oobmsm saw that CPU has logged an MCA', 'msm_global_status_ctrl_reg.ierr: oobmsm saw that CPU has logged an ierr', 'msm_global_status_ctrl_reg.global_viral: Global Viral Crashlog Trigger along with IERR assertion from PUNIT', 'msm_global_status_ctrl_reg.general_mca: oobmsm saw that CPU has logged an MCA', 'msm_global_status_ctrl_reg.ierr: oobmsm saw that CPU has logged an ierr']",[],[]
[],[],"['Merge Bank6-Punit signaled an MCA to Ubox; Check mc_status of MCA BANKID:6 and  MCA BANK_INDEX:0x9', 'LOCK Hard Hang, did not return to idle in 1s']","['PUNIT ERROR ( mcacod:0x402 desc:Punit Error)( mscod:0x10 desc: IERR_GENERIC)', 'PUNIT ERROR ( mcacod:0x402 desc:Punit Error)( mscod:0x10 desc: IERR_GENERIC)', 'PUNIT ERROR ( mcacod:0x402 desc:Punit Error)( mscod:0x10 desc: IERR_GENERIC)']","['msm_global_status_ctrl_reg.global_viral: Global Viral Crashlog Trigger along with IERR assertion from PUNIT', 'msm_global_status_ctrl_reg.ierr: oobmsm saw that CPU has logged an ierr', 'uncersts_msm.received_an_unsupported_request: OOBMSM recieved an unsupported request', 'corerrsts_msm.advisory_non_fatal_error_status', 'uncersts_oob.received_an_unsupported_request', 'corerrsts_oob.advisory_non_fatal_error_status', 'msm_mbx_error_sts.mbx_overflow', 'msm_global_status_ctrl_reg.global_viral: Global Viral Crashlog Trigger along with IERR assertion from PUNIT', 'msm_global_status_ctrl_reg.ierr: oobmsm saw that CPU has logged an ierr', 'msm_global_status_ctrl_reg.global_viral: Global Viral Crashlog Trigger along with IERR assertion from PUNIT', 'msm_global_status_ctrl_reg.ierr: oobmsm saw that CPU has logged an ierr']",[],[]
[],[],"['Merge Bank6-Punit signaled an MCA to Ubox; Check mc_status of MCA BANKID:6 and  MCA BANK_INDEX:0x0', 'LOCK Hard Hang, did not return to idle in 1s']","['PUNIT ERROR ( mcacod:0x402 desc:Punit Error)( mscod:0x10 desc: IERR_GENERIC)', 'PUNIT ERROR ( mcacod:0x402 desc:Punit Error)( mscod:0x10 desc: IERR_GENERIC)', 'PUNIT ERROR ( mcacod:0x402 desc:Punit Error)( mscod:0x10 desc: IERR_GENERIC)']","['msm_global_status_ctrl_reg.global_viral: Global Viral Crashlog Trigger along with IERR assertion from PUNIT', 'msm_global_status_ctrl_reg.ierr: oobmsm saw that CPU has logged an ierr', 'uncersts_msm.received_an_unsupported_request: OOBMSM recieved an unsupported request', 'corerrsts_msm.advisory_non_fatal_error_status', 'uncersts_oob.received_an_unsupported_request', 'corerrsts_oob.advisory_non_fatal_error_status', 'msm_mbx_error_sts.mbx_overflow', 'msm_global_status_ctrl_reg.global_viral: Global Viral Crashlog Trigger along with IERR assertion from PUNIT', 'msm_global_status_ctrl_reg.ierr: oobmsm saw that CPU has logged an ierr', 'msm_global_status_ctrl_reg.global_viral: Global Viral Crashlog Trigger along with IERR assertion from PUNIT', 'msm_global_status_ctrl_reg.ierr: oobmsm saw that CPU has logged an ierr']",[],[]
[],[],"['uncersts_msm.received_an_unsupported_request: OOBMSM recieved an unsupported request', 'corerrsts_msm.advisory_non_fatal_error_status', 'uncersts_oob.received_an_unsupported_request', 'corerrsts_oob.advisory_non_fatal_error_status', 'msm_mbx_error_sts.mbx_overflow', 'uncersts_msm.received_an_unsupported_request: OOBMSM recieved an unsupported request', 'corerrsts_msm.advisory_non_fatal_error_status', 'corerrsts_oob.advisory_non_fatal_error_status', 'msm_mbx_error_sts.mbx_overflow']",[],[],,
['Jumpers J5562 and J5563 set to 1-2 which enables a0_debug_strap. This is not POR and could cause issues with DRNG. Uninstall the jumpers if this is an issue.'],[],"['uncersts_msm.received_an_unsupported_request: OOBMSM recieved an unsupported request', 'corerrsts_msm.advisory_non_fatal_error_status', 'uncersts_oob.received_an_unsupported_request', 'corerrsts_oob.advisory_non_fatal_error_status', 'msm_mbx_error_sts.mbx_overflow', 'uncersts_msm.received_an_unsupported_request: OOBMSM recieved an unsupported request', 'corerrsts_msm.advisory_non_fatal_error_status', 'uncersts_oob.received_an_unsupported_request', 'corerrsts_oob.advisory_non_fatal_error_status', 'msm_mbx_error_sts.mbx_overflow']",[],[],,
[],[],"['Merge Bank6-Punit signaled an MCA to Ubox; Check mc_status of MCA BANKID:6 and  MCA BANK_INDEX:0x0', 'LOCK Hard Hang, did not return to idle in 1s']","['PUNIT ERROR ( mcacod:0x402 desc:Punit Error)( mscod:0x10 desc: IERR_GENERIC)', 'PUNIT ERROR ( mcacod:0x402 desc:Punit Error)( mscod:0x10 desc: IERR_GENERIC)', 'PUNIT ERROR ( mcacod:0x402 desc:Punit Error)( mscod:0x10 desc: IERR_GENERIC)']","['msm_global_status_ctrl_reg.global_viral: Global Viral Crashlog Trigger along with IERR assertion from PUNIT', 'msm_global_status_ctrl_reg.general_mca: oobmsm saw that CPU has logged an MCA', 'msm_global_status_ctrl_reg.ierr: oobmsm saw that CPU has logged an ierr', 'uncersts_msm.received_an_unsupported_request: OOBMSM recieved an unsupported request', 'corerrsts_msm.advisory_non_fatal_error_status', 'uncersts_oob.received_an_unsupported_request', 'corerrsts_oob.advisory_non_fatal_error_status', 'msm_mbx_error_sts.mbx_overflow', 'msm_global_status_ctrl_reg.global_viral: Global Viral Crashlog Trigger along with IERR assertion from PUNIT', 'msm_global_status_ctrl_reg.general_mca: oobmsm saw that CPU has logged an MCA', 'msm_global_status_ctrl_reg.ierr: oobmsm saw that CPU has logged an ierr', 'msm_global_status_ctrl_reg.global_viral: Global Viral Crashlog Trigger along with IERR assertion from PUNIT', 'msm_global_status_ctrl_reg.general_mca: oobmsm saw that CPU has logged an MCA', 'msm_global_status_ctrl_reg.ierr: oobmsm saw that CPU has logged an ierr']",[],[]
[],[],"['uncersts_msm.received_an_unsupported_request: OOBMSM recieved an unsupported request', 'corerrsts_msm.advisory_non_fatal_error_status', 'uncersts_oob.received_an_unsupported_request', 'corerrsts_oob.advisory_non_fatal_error_status', 'msm_mbx_error_sts.mbx_overflow']",[],[],,
[],[],"['Merge Bank6-Punit signaled an MCA to Ubox; Check mc_status of MCA BANKID:6 and  MCA BANK_INDEX:0x4', 'LOCK Hard Hang, did not return to idle in 1s']","['PUNIT ERROR ( mcacod:0x402 desc:Punit Error)( mscod:0x10 desc: IERR_GENERIC)', 'PUNIT ERROR ( mcacod:0x402 desc:Punit Error)( mscod:0x10 desc: IERR_GENERIC)', 'PUNIT ERROR ( mcacod:0x402 desc:Punit Error)( mscod:0x10 desc: IERR_GENERIC)']","['msm_global_status_ctrl_reg.global_viral: Global Viral Crashlog Trigger along with IERR assertion from PUNIT', 'msm_global_status_ctrl_reg.general_mca: oobmsm saw that CPU has logged an MCA', 'msm_global_status_ctrl_reg.ierr: oobmsm saw that CPU has logged an ierr', 'uncersts_msm.received_an_unsupported_request: OOBMSM recieved an unsupported request', 'corerrsts_msm.advisory_non_fatal_error_status', 'uncersts_oob.received_an_unsupported_request', 'corerrsts_oob.advisory_non_fatal_error_status', 'msm_mbx_error_sts.mbx_overflow', 'msm_global_status_ctrl_reg.global_viral: Global Viral Crashlog Trigger along with IERR assertion from PUNIT', 'msm_global_status_ctrl_reg.general_mca: oobmsm saw that CPU has logged an MCA', 'msm_global_status_ctrl_reg.ierr: oobmsm saw that CPU has logged an ierr', 'msm_global_status_ctrl_reg.global_viral: Global Viral Crashlog Trigger along with IERR assertion from PUNIT', 'msm_global_status_ctrl_reg.general_mca: oobmsm saw that CPU has logged an MCA', 'msm_global_status_ctrl_reg.ierr: oobmsm saw that CPU has logged an ierr']",[],[]
[],[],"['Merge Bank6-Punit signaled an MCA to Ubox; Check mc_status of MCA BANKID:6 and  MCA BANK_INDEX:0x9', 'LOCK Hard Hang, did not return to idle in 1s']","['PUNIT ERROR ( mcacod:0x402 desc:Punit Error)( mscod:0x10 desc: IERR_GENERIC)', 'PUNIT ERROR ( mcacod:0x402 desc:Punit Error)( mscod:0x10 desc: IERR_GENERIC)', 'PUNIT ERROR ( mcacod:0x402 desc:Punit Error)( mscod:0x10 desc: IERR_GENERIC)']","['msm_global_status_ctrl_reg.global_viral: Global Viral Crashlog Trigger along with IERR assertion from PUNIT', 'msm_global_status_ctrl_reg.ierr: oobmsm saw that CPU has logged an ierr', 'uncersts_msm.received_an_unsupported_request: OOBMSM recieved an unsupported request', 'corerrsts_msm.advisory_non_fatal_error_status', 'uncersts_oob.received_an_unsupported_request', 'corerrsts_oob.advisory_non_fatal_error_status', 'msm_mbx_error_sts.mbx_overflow', 'msm_global_status_ctrl_reg.global_viral: Global Viral Crashlog Trigger along with IERR assertion from PUNIT', 'msm_global_status_ctrl_reg.ierr: oobmsm saw that CPU has logged an ierr', 'msm_global_status_ctrl_reg.global_viral: Global Viral Crashlog Trigger along with IERR assertion from PUNIT', 'msm_global_status_ctrl_reg.ierr: oobmsm saw that CPU has logged an ierr']",[],[]
,,,,,,
[],[],"['corerrsts_msm.advisory_non_fatal_error_status', 'corerrsts_oob.advisory_non_fatal_error_status', 'msm_mbx_error_sts.mbx_overflow']",[],[],,
,,,,,,
[],[],"['uncersts_msm.received_an_unsupported_request: OOBMSM recieved an unsupported request', 'corerrsts_msm.advisory_non_fatal_error_status', 'uncersts_oob.received_an_unsupported_request', 'corerrsts_oob.advisory_non_fatal_error_status', 'msm_mbx_error_sts.mbx_overflow']","['Non-fatal global error dev2_nf_sts from uncore.pi5.pxp0.rp0', 'Non-fatal global error dev4_nf_sts from uncore.pi5.pxp3.rp2', 'Non-fatal global error dev2_nf_sts from uncore.pi5.pxp3.rp0', 'Non-fatal global error dev3_nf_sts from uncore.pi5.pxp0.rp1', 'Non-fatal global error dev2_nf_sts from uncore.pi5.pxp0.rp0', 'Non-fatal global error dev2_nf_sts from uncore.pi5.pxp1.rp0']",[],,
"['BIOS did not make it to EFI or OS handoff cleanly, see table below']",,,,,,
[],[],"['uncersts_msm.received_an_unsupported_request: OOBMSM recieved an unsupported request', 'corerrsts_msm.advisory_non_fatal_error_status', 'uncersts_oob.received_an_unsupported_request', 'corerrsts_oob.advisory_non_fatal_error_status', 'msm_mbx_error_sts.mbx_overflow']",[],[],,
[],[],"['corerrsts_msm.advisory_non_fatal_error_status', 'corerrsts_oob.advisory_non_fatal_error_status', 'msm_mbx_error_sts.mbx_overflow']",[],[],,
[],[],"['Merge Bank6-Punit signaled an MCA to Ubox; Check mc_status of MCA BANKID:6 and  MCA BANK_INDEX:0x9', 'LOCK Hard Hang, did not return to idle in 1s']","['PUNIT ERROR ( mcacod:0x402 desc:Punit Error)( mscod:0x10 desc: IERR_GENERIC)', 'PUNIT ERROR ( mcacod:0x402 desc:Punit Error)( mscod:0x10 desc: IERR_GENERIC)', 'PUNIT ERROR ( mcacod:0x402 desc:Punit Error)( mscod:0x10 desc: IERR_GENERIC)']","['msm_global_status_ctrl_reg.global_viral: Global Viral Crashlog Trigger along with IERR assertion from PUNIT', 'msm_global_status_ctrl_reg.ierr: oobmsm saw that CPU has logged an ierr', 'uncersts_msm.received_an_unsupported_request: OOBMSM recieved an unsupported request', 'corerrsts_msm.advisory_non_fatal_error_status', 'uncersts_oob.received_an_unsupported_request', 'corerrsts_oob.advisory_non_fatal_error_status', 'msm_mbx_error_sts.mbx_overflow', 'msm_global_status_ctrl_reg.global_viral: Global Viral Crashlog Trigger along with IERR assertion from PUNIT', 'msm_global_status_ctrl_reg.ierr: oobmsm saw that CPU has logged an ierr', 'msm_global_status_ctrl_reg.global_viral: Global Viral Crashlog Trigger along with IERR assertion from PUNIT', 'msm_global_status_ctrl_reg.ierr: oobmsm saw that CPU has logged an ierr']",[],[]
[],[],"['uncersts_msm.received_an_unsupported_request: OOBMSM recieved an unsupported request', 'corerrsts_msm.advisory_non_fatal_error_status', 'uncersts_oob.received_an_unsupported_request', 'corerrsts_oob.advisory_non_fatal_error_status', 'msm_mbx_error_sts.mbx_overflow']",[],[],,
[],[],"['uncersts_msm.received_an_unsupported_request: OOBMSM recieved an unsupported request', 'corerrsts_msm.advisory_non_fatal_error_status', 'uncersts_oob.received_an_unsupported_request', 'corerrsts_oob.advisory_non_fatal_error_status', 'msm_mbx_error_sts.mbx_overflow']",[],[],,
['Jumpers J5562 and J5563 set to 1-2 which enables a0_debug_strap. This is not POR and could cause issues with DRNG. Uninstall the jumpers if this is an issue.'],[],"['uncersts_msm.received_an_unsupported_request: OOBMSM recieved an unsupported request', 'corerrsts_msm.advisory_non_fatal_error_status', 'uncersts_oob.received_an_unsupported_request', 'corerrsts_oob.advisory_non_fatal_error_status', 'msm_mbx_error_sts.mbx_overflow']",[],[],,
['Jumpers J5562 and J5563 set to 1-2 which enables a0_debug_strap. This is not POR and could cause issues with DRNG. Uninstall the jumpers if this is an issue.'],[],"['Merge Bank6-Punit signaled an MCA to Ubox; Check mc_status of MCA BANKID:6 and  MCA BANK_INDEX:0x4', 'LOCK Hard Hang, did not return to idle in 1s']","['PUNIT ERROR ( mcacod:0x402 desc:Punit Error)( mscod:0x10 desc: IERR_GENERIC)', 'PUNIT ERROR ( mcacod:0x402 desc:Punit Error)( mscod:0x10 desc: IERR_GENERIC)', 'PUNIT ERROR ( mcacod:0x402 desc:Punit Error)( mscod:0x10 desc: IERR_GENERIC)']","['msm_global_status_ctrl_reg.global_viral: Global Viral Crashlog Trigger along with IERR assertion from PUNIT', 'msm_global_status_ctrl_reg.general_mca: oobmsm saw that CPU has logged an MCA', 'msm_global_status_ctrl_reg.ierr: oobmsm saw that CPU has logged an ierr', 'corerrsts_msm.advisory_non_fatal_error_status', 'corerrsts_oob.advisory_non_fatal_error_status', 'msm_mbx_error_sts.mbx_overflow', 'msm_global_status_ctrl_reg.global_viral: Global Viral Crashlog Trigger along with IERR assertion from PUNIT', 'msm_global_status_ctrl_reg.general_mca: oobmsm saw that CPU has logged an MCA', 'msm_global_status_ctrl_reg.ierr: oobmsm saw that CPU has logged an ierr', 'msm_global_status_ctrl_reg.global_viral: Global Viral Crashlog Trigger along with IERR assertion from PUNIT', 'msm_global_status_ctrl_reg.general_mca: oobmsm saw that CPU has logged an MCA', 'msm_global_status_ctrl_reg.ierr: oobmsm saw that CPU has logged an ierr']",[],[]
,,,,,,
['Jumpers J5562 and J5563 set to 1-2 which enables a0_debug_strap. This is not POR and could cause issues with DRNG. Uninstall the jumpers if this is an issue.'],[],"['Merge Bank6-Punit signaled an MCA to Ubox; Check mc_status of MCA BANKID:6 and  MCA BANK_INDEX:0x0', 'LOCK Hard Hang, did not return to idle in 1s']","['PUNIT ERROR ( mcacod:0x402 desc:Punit Error)( mscod:0x10 desc: IERR_GENERIC)', 'PUNIT ERROR ( mcacod:0x402 desc:Punit Error)( mscod:0x10 desc: IERR_GENERIC)', 'PUNIT ERROR ( mcacod:0x402 desc:Punit Error)( mscod:0x10 desc: IERR_GENERIC)']","['msm_global_status_ctrl_reg.global_viral: Global Viral Crashlog Trigger along with IERR assertion from PUNIT', 'msm_global_status_ctrl_reg.general_mca: oobmsm saw that CPU has logged an MCA', 'msm_global_status_ctrl_reg.ierr: oobmsm saw that CPU has logged an ierr', 'corerrsts_msm.advisory_non_fatal_error_status', 'corerrsts_oob.advisory_non_fatal_error_status', 'msm_mbx_error_sts.mbx_overflow', 'msm_global_status_ctrl_reg.global_viral: Global Viral Crashlog Trigger along with IERR assertion from PUNIT', 'msm_global_status_ctrl_reg.general_mca: oobmsm saw that CPU has logged an MCA', 'msm_global_status_ctrl_reg.ierr: oobmsm saw that CPU has logged an ierr', 'msm_global_status_ctrl_reg.global_viral: Global Viral Crashlog Trigger along with IERR assertion from PUNIT', 'msm_global_status_ctrl_reg.general_mca: oobmsm saw that CPU has logged an MCA', 'msm_global_status_ctrl_reg.ierr: oobmsm saw that CPU has logged an ierr']",[],[]
['Jumpers J5562 and J5563 set to 1-2 which enables a0_debug_strap. This is not POR and could cause issues with DRNG. Uninstall the jumpers if this is an issue.'],[],"['uncersts_msm.received_an_unsupported_request: OOBMSM recieved an unsupported request', 'corerrsts_msm.advisory_non_fatal_error_status', 'uncersts_oob.received_an_unsupported_request', 'corerrsts_oob.advisory_non_fatal_error_status', 'msm_mbx_error_sts.mbx_overflow']",[],[],,
[],[],"['uncersts_msm.received_an_unsupported_request: OOBMSM recieved an unsupported request', 'corerrsts_msm.advisory_non_fatal_error_status', 'uncersts_oob.received_an_unsupported_request', 'corerrsts_oob.advisory_non_fatal_error_status', 'msm_mbx_error_sts.mbx_overflow']",[],[],,
[],[],"['Merge Bank6-Punit signaled an MCA to Ubox; Check mc_status of MCA BANKID:6 and  MCA BANK_INDEX:0x0', 'LOCK Hard Hang, did not return to idle in 1s']","['PUNIT ERROR ( mcacod:0x402 desc:Punit Error)( mscod:0x10 desc: IERR_GENERIC)', 'PUNIT ERROR ( mcacod:0x402 desc:Punit Error)( mscod:0x10 desc: IERR_GENERIC)', 'PUNIT ERROR ( mcacod:0x402 desc:Punit Error)( mscod:0x10 desc: IERR_GENERIC)']","['msm_global_status_ctrl_reg.global_viral: Global Viral Crashlog Trigger along with IERR assertion from PUNIT', 'msm_global_status_ctrl_reg.general_mca: oobmsm saw that CPU has logged an MCA', 'msm_global_status_ctrl_reg.ierr: oobmsm saw that CPU has logged an ierr', 'uncersts_msm.received_an_unsupported_request: OOBMSM recieved an unsupported request', 'corerrsts_msm.advisory_non_fatal_error_status', 'uncersts_oob.received_an_unsupported_request', 'corerrsts_oob.advisory_non_fatal_error_status', 'msm_mbx_error_sts.mbx_overflow', 'msm_global_status_ctrl_reg.global_viral: Global Viral Crashlog Trigger along with IERR assertion from PUNIT', 'msm_global_status_ctrl_reg.general_mca: oobmsm saw that CPU has logged an MCA', 'msm_global_status_ctrl_reg.ierr: oobmsm saw that CPU has logged an ierr', 'msm_global_status_ctrl_reg.global_viral: Global Viral Crashlog Trigger along with IERR assertion from PUNIT', 'msm_global_status_ctrl_reg.general_mca: oobmsm saw that CPU has logged an MCA', 'msm_global_status_ctrl_reg.ierr: oobmsm saw that CPU has logged an ierr']",[],[]
[],[],"['Merge Bank6-Punit signaled an MCA to Ubox; Check mc_status of MCA BANKID:6 and  MCA BANK_INDEX:0x9', 'LOCK Hard Hang, did not return to idle in 1s']","['PUNIT ERROR ( mcacod:0x402 desc:Punit Error)( mscod:0x10 desc: IERR_GENERIC)', 'PUNIT ERROR ( mcacod:0x402 desc:Punit Error)( mscod:0x10 desc: IERR_GENERIC)', 'PUNIT ERROR ( mcacod:0x402 desc:Punit Error)( mscod:0x10 desc: IERR_GENERIC)']","['msm_corecrashlog_ctrl.haderror: Crashlog collection flow for Core Crashlog record had an error', 'msm_global_status_ctrl_reg.global_viral: Global Viral Crashlog Trigger along with IERR assertion from PUNIT', 'msm_global_status_ctrl_reg.crashlog_err: error occurred during the automated CrashLog flow', 'msm_global_status_ctrl_reg.ierr: oobmsm saw that CPU has logged an ierr', 'uncersts_msm.received_an_unsupported_request: OOBMSM recieved an unsupported request', 'corerrsts_msm.advisory_non_fatal_error_status', 'uncersts_oob.received_an_unsupported_request', 'corerrsts_oob.advisory_non_fatal_error_status', 'msm_mbx_error_sts.mbx_overflow', 'msm_global_status_ctrl_reg.global_viral: Global Viral Crashlog Trigger along with IERR assertion from PUNIT', 'msm_global_status_ctrl_reg.ierr: oobmsm saw that CPU has logged an ierr', 'msm_global_status_ctrl_reg.global_viral: Global Viral Crashlog Trigger along with IERR assertion from PUNIT', 'msm_global_status_ctrl_reg.ierr: oobmsm saw that CPU has logged an ierr']",[],[]
[],[],"['uncersts_msm.received_an_unsupported_request: OOBMSM recieved an unsupported request', 'corerrsts_msm.advisory_non_fatal_error_status', 'uncersts_oob.received_an_unsupported_request', 'corerrsts_oob.advisory_non_fatal_error_status', 'msm_mbx_error_sts.mbx_overflow']",[],[],,
[],[],"['Merge Bank6-Punit signaled an MCA to Ubox; Check mc_status of MCA BANKID:6 and  MCA BANK_INDEX:0x0', 'LOCK Hard Hang, did not return to idle in 1s']","['PUNIT ERROR ( mcacod:0x402 desc:Punit Error)( mscod:0x10 desc: IERR_GENERIC)', 'PUNIT ERROR ( mcacod:0x402 desc:Punit Error)( mscod:0x10 desc: IERR_GENERIC)', 'PUNIT ERROR ( mcacod:0x402 desc:Punit Error)( mscod:0x10 desc: IERR_GENERIC)']","['msm_global_status_ctrl_reg.global_viral: Global Viral Crashlog Trigger along with IERR assertion from PUNIT', 'msm_global_status_ctrl_reg.general_mca: oobmsm saw that CPU has logged an MCA', 'msm_global_status_ctrl_reg.ierr: oobmsm saw that CPU has logged an ierr', 'uncersts_msm.received_an_unsupported_request: OOBMSM recieved an unsupported request', 'corerrsts_msm.advisory_non_fatal_error_status', 'uncersts_oob.received_an_unsupported_request', 'corerrsts_oob.advisory_non_fatal_error_status', 'msm_mbx_error_sts.mbx_overflow', 'msm_global_status_ctrl_reg.global_viral: Global Viral Crashlog Trigger along with IERR assertion from PUNIT', 'msm_global_status_ctrl_reg.general_mca: oobmsm saw that CPU has logged an MCA', 'msm_global_status_ctrl_reg.ierr: oobmsm saw that CPU has logged an ierr', 'msm_global_status_ctrl_reg.global_viral: Global Viral Crashlog Trigger along with IERR assertion from PUNIT', 'msm_global_status_ctrl_reg.general_mca: oobmsm saw that CPU has logged an MCA', 'msm_global_status_ctrl_reg.ierr: oobmsm saw that CPU has logged an ierr']",[],[]
