Failure Name,Station Name,Stage,Debug Snapshot,Group Name,Failure_Id,SightingId,AxonSV Record Viewer,Signatures,hsdes_link,axon_link,Errors
c8d32605,ba05wvaw0266,Test,05d85e4f-399d-4144-a7a9-6c6ce5ee9359,PM,c8d32605-028f-4514-8956-bea77a74ce44,,https://axonsv.app.intel.com/apps/record-viewer/05d85e4f-399d-4144-a7a9-6c6ce5ee9359,"['HW.CORR', 'HW.ERR', 'HW']",,,"['corerrsts_oob.advisory_non_fatal_error_status', 'corerrsts_msm.advisory_non_fatal_error_status', 'corerrsts_oob.advisory_non_fatal_error_status'] None"
04fbf807,ba05wvaw0266,Test,004b0538-5d4e-42f4-bce3-f3d852ae48c9,Vtd,04fbf807-ba9b-4473-b205-fb0655206bab,,https://axonsv.app.intel.com/apps/record-viewer/004b0538-5d4e-42f4-bce3-f3d852ae48c9,"['HW.CORR', 'HW', 'HW.ERR']",,,"['corerrsts_oob.advisory_non_fatal_error_status', 'corerrsts_msm.advisory_non_fatal_error_status', 'corerrsts_oob.advisory_non_fatal_error_status'] None"
750665a2,ba05wvaw0266,Test,9a866b41-97b6-4ca6-8941-e09d6680fb1d,Security,750665a2-68cd-4caf-b7b4-b59c0e697d33,,https://axonsv.app.intel.com/apps/record-viewer/9a866b41-97b6-4ca6-8941-e09d6680fb1d,"['HW.ERR', 'HW', 'HW.CORR']",,,"['corerrsts_oob.advisory_non_fatal_error_status', 'corerrsts_msm.advisory_non_fatal_error_status', 'corerrsts_oob.advisory_non_fatal_error_status'] None"
9cdf9f81,ba05wvaw0274,RebootStation,bb50cf44-0d05-4093-b371-ee390aa582d1,Memory,9cdf9f81-b05c-429c-886b-fb9f075f1570,,https://axonsv.app.intel.com/apps/record-viewer/bb50cf44-0d05-4093-b371-ee390aa582d1,"['HW.CORR', 'HW']",,,"['corerrsts_oob.advisory_non_fatal_error_status', 'corerrsts_msm.advisory_non_fatal_error_status', 'corerrsts_oob.advisory_non_fatal_error_status']"
